time,speaker,talk
396,T,Warm air. Blue is?
397,SS,Cold.
398,T,"Cold, and yellow is?"
399,SS,Warm.
400,T,Is cooler. Let's say cooler. All right. Let's look up here for a second. 
407,T,"And you'll even notice on this map there aren't any fronts attached to those low pressure centers, right? "
412,T,"Just- or to the high pressure centers. Just to the low pressure centers, right? "
416,SN,Uh-huh.
417,T,Okay. So where would the red balloon go? If this is the- what kind of front?
423,SS,Cold.
424,SN,Cold front.
425,T,Then where's the warm air going to be?
427,SS,Going behind it.
428,T,Behind it? This is the front of a warm air mass?
432,SN,"Uh, no. It's gonna be in front of it."
433,T,It's gonna be in front of it?
434,SN,Yeah.
435,T,Okay. Where's the cold air gonna be?
437,E,Behind it.
438,T,"Behind it. And we'll put the yellow air up here, okay? This is where the low pressure center happens. Watch what happens. "
445,T,Here's the warm air. Here's the cold air. Here's the cool air. You see the hole in between the three?
451,E,Yeah.
452,T,"There's your low pressure center. It's where those big bubbles of air have a depression, or an area, a gap, that space, "
462,T,that's the low. See? Yeah.
465,SS,Yeah. 
466,T,"Ah. Okay? That's what you're looking at. You're looking at that bubble of warm air, the bubble of cold air behind. "
473,T,"Here's the front right here, right? The front of the air mass, yes? "
477,T,"And then where they all meet up- where these bubbles of air meet up, that's where that low pressure center comes in. "
484,T,The high pressure is going to be this big bubble of cold air at the very highest point of it as far as pressure goes. 
494,T,"It's not gonna ever have a front because it occurs in like the middle of the air mass, okay? "
500,SN,Okay.
501,T,Get it?
502,SN,Yeah.
503,T,Ooh. Yes?
504,SN,So then basically a tornado would be caused because of low pressure in the (inaudible)?
510,T,"Yes. That depression of low pressure air, right. What you got is air funneling in and air funneling up at the same time, "
519,T,"and then once it starts to twist- when we see that video on ""Understanding Weather,"" "
523,T,it's really cool because it shows the air funneling like this on the ground. What's that called?
531,SN,Conven- 
532,SN,Convection current.
533,T,"Right. It shows that on the ground like a big tube doing that, and then when that- I think it showed cold air- hits it- excuse me- hits it, "
543,T,it- remember when I said the cold air hits that blue and the blue goes flying off- or the-
548,SN,Uh-huh.
549,T,Cold air hits the red and the warm air goes flying up? That's what causes the storm? 
553,T,"What it shows is that that tube gets split and splits up this way, and that's the beginning of a funnel cloud. It's very cool. "
562,T,"But you'll see that on the, uh, video. Okay. So does that help with low pressure and high pressure and-"
568,SN,Yeah.
569,SN,//Yeah.
570,T,//Okay? Kind of a visual.
571,SN,Uh-huh.
572,T,Okay. The reason you need to know that is because this is what you are going to be doing. 
576,T,First hour did not even finish the cities on their map which was kind of disappointing. I thought they'd get further than that. 
584,T,"You do not need- and I won't let you use- your book or your notes. I was going to let you, and then I thought, "
592,T,"No, I think that you need to get that station model plugged into your head a little better than you have it. "
598,T,"Okay? So you don't need any of that. You may use the map on page 770, I think. Check page 770 in your book. "
613,T,"There should be, yep, a map of the United States. You also have a map like this at your table with all of the cities on it. "
621,T,Oh. They don't have one down there. 
623,T,"Hannah, would- would you take that map down to the office and ask them to give it to the kids inside the conference room?"
632,SN,Okay.
633,T,"Okay? I think they brought the map back from their- and then tell them to leave it there. Leave the pencils and the map, okay?"
640,T,"All right, so you've got enough reference for finding certain cities. You're going to get a list of 12 cities in the United States."
648,T,"Oh, that stays on; this goes off."
649,T,"A list of 12 cities in the United States, with some other data. I told you this last week."
656,T,And you're going to get a blank map that- handing out?
662,SN,(inaudible)
663,T,Okay. Handing out?
666,SN,Here. (inaudible)
667,T,Yeah. Dorothy.
668,T,"I want to let Dorothy do it, because she threw her hand out there first. I didn't think she wanted to get up, but she does."
674,T,"Okay. You're gonna get a sheet like this, that has all of the instructions that you need on it."
679,T,"What you are going to do is, on the map, in front of you- and put all your notes away right now-"
685,T,"any notes, any... You can only have your book open at page 770."
705,T,"Okay. On the blue sheet is a list of the 12 cities, around the country. You might wanna make note that-"
715,T,"Hatteras, fourth from the bottom, is actually called ""Cape Hatteras""; "
722,T,"most of you have probably never heard of it. You will, though, by the time we get done with oceans."
727,T,It is in North Carolina. North Carolina.
733,T,I'm not gonna show you where that is; you ought to know where North Carolina is.
737,T,"And, uh, Kansas City. There are two big Kansas Cities. We're talking about- thank you- Kansas City, Missouri. Okay?"
746,T,"So you might wanna write ""MO"" after Kansas City, just so you remember where it's from."
759,T,"All right, who wants to read the directions? I'm gonna stop you a lot as you go through, and explain certain things."
764,T,"Mark, go ahead."
765,SN,Locate and label each of the above cities on the attachment.
769,T,"Okay. The first thing you're going to do is find the cities, one at the time. Detroit, okay?"
775,T,"When you find it on the map, you're gonna put the little dot where Detroit goes."
782,T,"Then you're gonna write ""Detroit,"" but you've got to write small, and you've got to write neat, so that I can read it. "
789,T,"Stuart, you haven't started yet, have you?"
790,SN,No.
791,T,"Don't, because I- I've got to tell you the whole thing. "
795,T,"Remember where Detroit goes on a station- a weather station model, right? "
802,T,"Many of you forgot to put ""Weather City"" when you had to redo another station model on that worksheet. "
808,T,Lots of people did not put that city name. They put all the other stuff but didn't put the city. 
813,T,"So when you write ""Detroit,"" to the left of it make your circle right away and start building that station model."
823,T,"Otherwise, if you go through and write all the cities first, then you're gonna have to go back and make sure you've got room to put the station model. "
831,T,"So do one city at a time, okay? Do you know what I'm saying? "
834,SN,Uh-huh.
835,T,You got it? Yes?
836,SN,(inaudible)?
837,T,Like this. I'll just start this first one just so you know. 
840,T,"If you have got this part of Michigan right here, and you put the dot, you need to write ""Detroit"" over here, okay? "
851,T,And then start your station model right here.
855,T,All right? A reminder that the wind direction is that arrow to the middle.
862,T,All right? And- I'm trying to think what else they had trouble with. They had a little trouble last hour with cloud coverage in the circle. 
872,T,"If you're not sure, ask someone at your table first before I come around to help you with that. Make sure you get it before- "
878,T,"or somebody else- you've asked somebody else before you ask me, okay? "
883,T,"Because you had the 25%, you had the 50%, and you had the 75% then you had full coverage. "
888,T,"Remember what those meant because that's how they are on this sheet, okay? Okay. So there's your- any questions on the station model? "
899,T,"You know where everything goes on there? There are only two cities with current conditions, and I'll put the symbols on the board. "
904,T,"They're very simple, okay? So you don't need that chart either. Okay. Next one. Mark, keep going."
912,SN,Construct a weather station map for each of the above cities. Place them at approximate locations.
918,T,Appropriate locations. 
920,S,//Oh.
921,T,"//Yep. All right. Now, that's as far as everybody got for second hour, okay? Go ahead and read on, Mark."
928,S,Place high and low pressure centers where you think that- where you think they would be located on the map. 
934,T,You're gonna have to look at what in order to do that? What's some indicators of high and low pressure? 
942,T,"Oh, no. You know what we thought of last hour? Don't do this one. Put an arrow, four, five, and five to four. "
949,T,"Do step five first. It'll make four a lot easier. Or three and four. I'm sorry. I'm sorry. Wait, wait, wait. "
956,T,"Do step four first and then go back up and do step three. Read step four, Mark, so I can explain what I mean there."
966,S,Shade regions of precipitation. Place symbol for cold and warm fronts where they would most- most likely be located on the map.
976,T,Okay. Do you see why I said to do this one first?
979,SN,Uh-huh.
980,T,"When you find the areas of precipitation and then you find the cold and warm fronts, "
985,T,"it should be a lot easier to put the low pressure and high pressure centers, right? Okay. "
990,T,So do number four first and then go back and do number three. When you shade for precipitation: 
999,T,"if it's light rain, it's a light green; if it's medium rain, if they just say rain, then it's a yellow; and if it's a thunderstorm, then it's red. "
1009,T,"That's how the Doppler Radar satellite picture picks it up, okay? It's the density of the air is what they pick up, all right?"
1017,T,"Okay. Go ahead, Mark."
1019,SN,Answer the following questions. Interpret the data using your (map weather). 
1025,S,Explain the locations of high and low pressure centers in warm and cool fronts. 
1031,S,Are there any environmental or severe weather incidents that may occur? Include the weather indications in the map. 
1040,S,Use your weather map to explain the above answer.
1044,T,Okay. This will be on a separate sheet of paper- probably won't get it until about the middle of class tomorrow-
1050,T,"where now you have to explain why you put everything on your map where you put it, okay? "
1056,T,"So you're kind of explaining yourself: low pressure, high pressure. And hopefully you'll be able to do that. "
1062,T,"I think you can, if you allow yourself to think in that direction. Okay, and then six."
1070,S,"Using the data on the weather, forecast the weather for October 24th, 2002, for each of the cities of the (inaudible)-00:17:58	T	Okay. Are there any questions about what I expect you to do? No? 00:18:06	T	So I will be able to just sit here the whole time you're doing this and just watch you like last hour? Todd?00:18:15	SN	I don't get shade regions of precipitation."""
1099,T,"Okay. On the map that you had to do for the weather station models, they told you to shade the areas of precipitation. "
1106,T,The same way that this map did- you see how they shaded these areas? Where it's raining. 
1114,T,"And once you get done with all your station models, you'll be able to see it better. "
1117,T,"You'll look for the cloudy areas, and then from that you'll look for the rainy areas."
1120,S,"Now I know, I just- I thought you meant to do four completely first."
1126,T,"No. No. Well, yeah. You're gonna do four first before you do three."
1130,S,"I know that, but I thought-"
1131,T,"Oh, no. Not before two though, right. Okay. Got ya."
1134,T,Jeff?
1135,SN,Do you work as a group or-
1136,T,"You work as a group, yes."
1137,S,Okay.
1138,T,"Which means talking quietly about the mapping activity, not about what you did over the weekend, okay?"
1147,T,"Yes, Wes?"
1148,SN,"I'm really not sure about these, uh, models we have to put down."
1153,T,Okay.
1154,S,I don't quite understand them.
1155,T,Did you do that worksheet last week?
1157,S,Which one?
1158,T,The one that you were supposed to turn in for a grade on Friday. 
1161,S,I'm not sure.
1162,T,"You had ""weather city"" and then ""around the circle"" which had cloudiness in it."
1170,S,I don't remember anything like that. I remember most of last week.
1174,T,"All right, I'm not sure you turned it in. "
1176,S,I'm not sure either.
1177,T,Okay. We'll see what your group can help you with.
1181,S,Okay.
1183,T,Jeff?
1184,SN,I was wondering if I could move right next to Geoffrey so we-
1187,T,Sure. Mark?
1189,SN,"When we're like doing Detroit, you said- do you want us to write- "
1192,S,"like go through and write all the cities and then go and do the weather stations, or do the city and then the weather station?"
1198,T,Somebody want to answer Mark's question?
1201,SN,Do the weather- the city and the weather station together.
1203,SN,Okay.
1205,T,"Don't go- don't do all the cities first and then go back and do the stations because you might write the name of the city in the wrong place,"
1212,T,and you won't be able to fit the weather station around it. Hannah?
1215,SN,"Okay. What do we do for, like, the current conditions?"
1221,T,Okay. There are only two. Thanks for that. There are only two. Let me pull this up. 
1228,T,"They call it on those dir- and that's actual data information from last Wednesday, the 23rd, straight off the Weather Channel. "
1237,T,"When you're all done, I'm going to give you the actual satellite map with the warm fronts and cold fronts and high and low pressures. "
1244,T,You're gonna compare that to what you came up with on your map. I'm looking at probably Wednesday by the time we get to that. 
1253,T,Then you're- you're gonna forecast at the bottom. Your last step is gonna be a forecast. 
1257,T,"Then you're gonna look at what happened the next day and see how well your forecast came out, okay? "
1262,T,"Uh, but on the Weather Channel, instead of calling it intermittent rain, they call it light rain. So this is the symbol for light rain. "
1271,T,"I know it's tough, and I don't know if you're gonna be able to remember it, but that's light rain, okay? "
1278,T,"There are no thunderstorms, none of that, all the fancy stuff they had on that chart. And guess what this is?"
1284,SS,Snow.
1285,T,Light snow. 
1287,T,"If it were heavy snow, there would be two of them. Oops. Okay? "
1295,T,"Any other questions? Yes, Wes?"
1299,SN,"So if it was heavy rain, there would be two //little footnotes?"
1302,T,"//Two dots, yep. Yep."
1305,SN,Can I have a pencil? I only brought a pen.
1308,T,"Yeah. If you need a pencil, let me know. Don't try to do this in pen. It's too- too much erasing going on. "
1314,T,"Yes, Mitch? Question?"
1317,SN,"When we shade these, what colors did they- do you want us to have them?"
1321,T,I have a box of pencils right up- colored pencils. I did. Right up here. Whatever color you want except red or blue. 
1329,T,Oops. You needed this. 
1332,T,"Whatever color you want except red or blue, okay? All right. If there are no more questions, get started. "
1341,T,I'm gonna put this away so I don't trip on it. 
1349,T,Yes?
1350,SN,I need a pencil.
1351,T,"Okay. Go back over there and get one from where I got it, top- that little top drawer. Mark, did you have a question?"
1357,SN,I don't like sitting next to a wall.
1359,SN,(inaudible)
1360,T,Why?
1361,SN,(inaudible)
1364,T,On the wall? Do you want me to move you up here? 
1368,S,"No, that's all right."
1369,T,Oh. I thought so. Christina?
1371,SN,Can I sharpen my pencil?
1372,T,"Yes, you may sharpen your pencil."
1374,SN,"Can I sharpen my pencil, too?"
1376,T,Yeah. You guys are supposed to do this beforehand. 
1386,T,"Okay. Let's see if I can talk you through this. You wrote ""the city of Detroit."" "
1391,T,"And then there was a circle next to it so just draw a circle, a relatively large circle. "
1400,T,Okay. Now- no. Don't fill it in. Just a //circle.
1401,SN,//Oh.
1403,T,"And I just said ""use a pencil."" Is that a pencil?"
1405,S,Yes.
1406,T,"Oh. That's a cool pencil. Okay. An open circle. Now, in the circle you have four choices. "
1417,T,"These are your choices: mostly sunny- no. Clear, mostly sunny, partly cloudy, mostly cloudy, cloudy. That's it. Five of them. Okay? "
1429,S,"That would be cloudy, wouldn't it?"
1430,T,And they are- it's saying cloudy. And they are represented by how much you shade that circle. 
1437,S,So that would be about 50% probably?
1438,T,"Actually, cloudy is gonna be all shaded. "
1441,S,Okay.
1442,T,Okay? 
1444,T,"And let me see your pencil for a minute, and I'll draw them on the back so you can- all right. "
1449,T,This one is totally unshaded so that's going to be what?
1454,S,"Uh, sunny. "
1455,T,Clear. Yeah. Sunny or clear. This one is gonna be a quarter shaded. 
1460,T,This one is gonna be- let's do them all first and then you can compare. This one is gonna be this way. 
1469,T,And that one is gonna be completely- and you know this one's cloudy and this one's clear. 
1473,T,"Okay? So now your other options are mostly cloudy, mostly sunny or partly cloudy."
1481,S,"Okay. So that would be sunny, partly- that would be sunny, that would be partly cloudy, mostly cloudy, right? No. No."
1493,T,Okay. If-
1494,S,"//Oh, boy."
1495,T,"//That's all right. Relax. If that's clear, then this is like mostly clear or mostly?"
1501,S ,Mostly clear.
1503,T,Mostly clear or mostly? If this one's sunny- 
1508,S,Mostly sunny.
1509,T,Okay. This one is mostly sunny. Now you've got mostly cloudy and partly cloudy and these two left. 
1517,T,Which one's mostly cloudy and which one's partly cloudy? What's that one?
1522,S,Mostly cloudy.
1523,T,What's that one?
1524,S,Partly cloudy.
1525,T,Okay. So you've got-
1527,S,"Sunny, clear."
1529,T,Yeah. Sunny or clear.
1530,S,"Mostly sunny, partly cloudy, mostly cloudy, cloudy."
1536,T,Beautiful.
1537,T,"Detroit was easy, but you're gonna get to some other ones that- okay? "
1542,T,"All right, now, the next thing that you have to figure out is where the temperature goes and where the dew point goes. "
1547,T,"You guys, you have humidity information. Does it go on the weather station model anywhere?"
1553,SN,No.
1555,SS,No.
1556,T,"No. We didn't put humidity on there, did we?"
1558,S,So I don't need-
1559,SN,(inaudible)
1560,T,"Well, just- you don't need it right now. You'll need it to answer some questions, but you don't need it on the weather station model. Mark?"
1566,SN,For Detroit how is eight mile an hour- (you got us around 10).
1569,T,"Eight-mile-an-hour wind- I told you last week, your choice. It's either a five- you listening, Geoffrey? "
1577,T,Eight-mile-an-hour wind is either a five or a 10. Your choice. 
1581,T,"If you show me three long lines there, I'm gonna know you didn't know what you were doing, okay? All right. "
1588,T,Do you remember where temperature went? 
1595,SN,Right above it. 
1596,T,Yeah. Right above it to the left. 
1604,T,Okay. And then dew point went? 
1607,S,Upper right a bit?
1609,T,Below left. 
1616,T,Okay? You've got the city there. Do you remember what goes above the city on this thing?
1623,S,The pressure?
1624,T,Yep. 
1625,SN,Then we do- write on the left.
1629,SN,Pressure is on the left.
1634,T,"When you do the pressure, make sure you show falling, steady or rising, either with the letters or the arrows. "
1640,T,"Rising would be just shooting straight across, a horizontal line. "
1647,T,"Okay. So, now, if you're not doing humidity, the only thing you have left is wind speed and direction. Do you remember how that was represented? "
1654,S,"Um, (by an arrow)."
1656,T,Huh?
1657,S,By an arrow.
1658,T,An arrow that's shooting into the circle.
1660,S,Right.
1661,T,"And it is a //northeast wind, so- "
1662,S,//North... in this area down here? That way? 
1665,T,That's northwest.
1666,SN,"You're thinking of, like, Las Vegas and Nevada."
1667,T,Yeah.
1670,T,"If you have trouble remembering your directions, make little compass rows at the top of your map. "
1676,SN,Ah. 
1677,T,Ah. 
1685,SN,Let's see if I find the state.
1687,SN,(Do we do that) (inaudible)?
1689,T,No. You don't need to worry- all of these weather- or all of the wind directions are in either northeast or south- or south- 
1695,T,"I didn't put east, northeast or-"
1697,SN,Okay.
1698,T,No. I didn't do any of that.
1699,S,Okay.
1700,SN,Where is Hatteras?
1701,SN,"Can I see the map when you're done, Hannah?"
1704,SN,What state is it in?
1707,T,"You can tell her, Jennifer."
1709,SN,I don't know.
1710,T,"Oh, you guys, I told you where it was."
1712,SN,I- I remember it.
1713,SN,"I found out, this-"
1714,SN,"If you remember, then you can tell me."
1717,SN,I remember her telling us. I just don't remember where.
1719,SN,I remember her talking about it.
1721,SN,This is a-
1724,SN,Cape Hatteras-
1726,T,"Yes. In your- on your map in your book it says Cape Hatteras, right. "
1730,SN,Okay. It's in the book. 
1731,SN,"Oh, that helps."
1732,SN,"Oh, that hurt. "
1733,T,It's not on your plastic map. 
1734,S,Oh. It's not?
1735,T,Does that help? 
1736,S,No.
1737,T,I don't think it is. It might be.
1738,SN,It's North Carolina.
1741,T,Nope. It's not on your plastic map.
1743,SN,It's out in the ocean.
1745,T,"Well, no. The name is out in the ocean. The little dot //is actually on land."
1747,SN,//There's no dot.
1748,SN,There's no dot.
1749,SN,It's just out in the middle of the ocean.
1756,T,You're right. There is no dot. Hmm. I'm looking in the wrong place anyways. //I'm looking in-
1761,SN,//(Where's) New York in New York? It's not on this map. It must be on that-
1763,SN,"It's on the very corner, like, //if you (go) that way, let's say go to B, it's on the very bottom."
1765,T,//New York is on here. It's just very hard to find.
1767,SN,All right. On this one?
1768,T,Mm-hm. Here's the state.
1770,S,Right. //Oh. There it is.
1771,T,Here's the city right there. Yeah.
1772,S,I'm stupid.
1774,T,You're not stupid. It's just buried on an island.
1778,SN,"You know, partly would be like-"
1779,SN,Partly is 50. Partly is 50. 50. 
1782,S,"Partly is 50. Partly is 50, Mitch."
1785,SN,Okay.
1786,SN,Mostly is 75 (inaudible) very cloudy.
1788,T,You haven't finished the Detroit station weather model yet.
1792,T,Shouldn't you finish that? Before you start one?
1794,T,"I mean, that's what I would do. I guess you can do it any way you want, but- I guess everybody else is doing it that way, too."
1804,T,"Remember to keep your handwriting very small and really nice and neat, those of you that struggle with neat. Really nice and neat."
1815,SN,That good?
1817,SN ,There's a river. 
1818,T,Yes.
1819,SN,"Miss A, there's a river through it, but there is no little dot for it."
1826,T,"How about on the plastic map? That's why I gave you that plastic map, too, because-"
1830,SN,Plastic map. 
1832,T,"some of these cities- some of these cities are not as maj- well, Des Moines is a major city, but some aren't."
1840,S,Oh. It's right in the middle of it.
1843,T,And they're just on weather maps because they have a weather station there.
1852,SN,"Do we have to label like temperature, pressure?"
1855,T,What did you have to do on the weather station model?
1857,S,I don't know. I-
1859,T,Oh. You mean tell me what it is? No. I know what it is.
1861,S,All right.
1862,T,Yeah. No. You just write it down.
1865,SN,"Okay, Jeff. Circle, and you put New York right there. Okay. And keep this- that right there."
1875,SN,Can we just put like NC- I mean NY for like New York?
1880,T,Yeah. Make sure I'm not- make sure you don't get too much clutter around it so that you can't tell that that's what it is.
1885,S,Okay.
1886,T,"Okay? So make it clear enough that I'll be able to see it, because NY could easily get lost in there."
1891,S,Okay.
1892,T,Okay?
1895,SN,"What do we put for ""steady?"""
1897,T,S.
1898,S,S.
1899,T,"Or an arrow- here's your circle, "
1900,SN,Yeah.
1901,T,An arrow just shooting off.
1902,S,Okay. 
1921,S,"Here you are, Mitch. "
1922,SN,You can use the eraser.
1924,SN,Use yours. My pencil doesn't show up.
1927,SN,I'll go sharpen it. 
1929,SN,No. We're supposed to pencil that.
1934,T,"You guys seem to be having a lot less trouble than second hour did, or maybe I just explained it better this time. I don't know."
1943,SN,Miss A?
1944,T,Mm-hm.
1945,S,It's hard for me to write //this small.
1946,SN,//Now what are we supposed to do?
1947,T,I know. 
1948,SN,It's hard for me to even write.
1949,T,I told you it would be a challenge for some of you. Yes. You have very large handwriting. 
1953,SN,I got very horrible handwriting.
1954,SN,(inaudible)
1955,T,"Oh, no. That looks good, though. That looks- that's pretty good for you. Yeah. "
1961,T,'Cause I know you would want to fill the map up with- like Los Angeles would cover from L.A. all the way to Florida. 
1966,SN,I know. It probably would.
1967,T,"Mm-hm. Oh. Kansas City is Kansas City, Missouri. Did I say that? "
1973,SN,Yeah.
1974,T,Okay. Missouri.
1976,SN,Okay. I've seen (it in there).
1978,SN,(inaudible)
1980,T,Hmm? Which one?
1983,S,"Like Kansas City. I didn't know if it- it's right there, isn't it?"
1987,T,"Yep. It's right on the edge. And then there's another one in Kansas, too, but it's not as big of a city. This is a big city here."
1994,SN,You can't even see it.
1995,T,I know. They don't have it on that map. Do they have it on the plastic one?
1999,SN,Yeah.
2003,T,"Missouri. Yep. And Missouri, yep. And Kansas."
2010,SN,"Miss A, what is it? North, south-"
2014,SN,East and west.
2016,SN,E- does east go right there?
2017,T,Mm-hm.
2018,SN,I (don't) need painkillers.
2020,T,I can't give you medicine.
2022,S,(inaudible)
2023,T,She would have to bring either a written- she would have to bring a note. We need something written that says that we can- 
2031,T,Do you want to go call home?
2034,S,"Well, I don't want to go home."
2037,T,"Well, if you don't want to go home, can you call home and somebody can bring you the medicine?"
2040,S,I don't have medicine.
2043,T,Aspirin? Painkiller?
2045,S,"Aspirin? Will it, like, let me be able to hear?"
2048,T,"Tylenol? It won't let you hear, but it'll kill the hurt- it'll kill the pain if you're in pain."
2053,S,I'm in a lot of pain.
2054,T,"Well, then you need to take like Tylenol or something. Do you want to call home? "
2059,S,Yeah. 
2060,T,Okay. Do you want to call from here or do you want to go down to the office?
2061,S,Doesn't matter.
2062,T,Is it like around here?
2064,S,It's over there. It's not long distance.
2066,T,Okay. Yeah. Go ahead and call home. See if somebody can bring you something. We're not allowed to administer any medication. 
2072,T,Not even cough drops. Nine.
2074,S,Press nine?
2075,T,Uh-huh.
2077,SN,"Brooke, where did you get ""Des Moines""?"
2079,T,//Des Moines.
2080,SN,//Des Moines. Des Moines.
2081,T,The S is silent.
2082,S,It is in Iowa.
2084,T,In your book or the plastic map?
2086,S,Plastic map.
2087,T,Plastic map only.
2088,SN,Oh. 
2090,T,How far did you get? 
2091,SN,I don't know where humidity goes.
2093,T,Where what?
2094,S,Humidity goes. 
2095,T,Humidity. Were you listening when I gave directions?
2097,S,(inaudible)
2100,T,You weren't listening? It's showing right now. What did I say about humidity? Did you have to put humidity on it last week?
2108,S,Yeah.
2109,T,Think for a minute. Did you remember putting any on that worksheet we did?
2116,S,Yeah.
2117,SN,Isn't it-
2118,T,Humidity?
2119,SN,"Yeah. It goes right below temperature, doesn't it?"
2121,T,Nnn-
2122,S,No? It goes-
2123,SN,Does it go below air pressure?
2125,T,Dew point goes below air temperature. Humidity is not on your station model at all. Remember I said that?
2132,SN,Yeah. I got dew point underneath.
2135,T,Ah. It's not on there at all. 
2137,S,Oh. Just pressure- what?
2139,T,Humidity isn't on there at all. 
2142,T,"There's no humidity on that station model. Because when you look at dew point, you should be able to tell what the humidity is like, right? "
2150,T,"For instance, look at-"
2155,T,is it New Orleans or Kansas City? Whose got a hundred percent humidity?
2162,SN,Denver.
2163,T,Denver?
2164,SN,Not only Denver.
2165,T,Okay. There's Denver. Okay. What's temperature in Denver?
2169,S,30-30.
2170,T,What's dew point?
2171,S,30
2172,T,So what does that tell you about the humidity?
2174,S,It's gonna rain.
2175,T,What's the humidity?
2179,S,Hundred.
2180,T,A hundred percent.
2182,S,It's gonna rain or snow.
2183,T,"It's- and it is doing that, right? Right."
2187,S,Or it's gonna- I don't know.
2196,T,"I will eliminate the ability to talk to your neighbors with- for the worksheet, if we're gonna talk about other things. "
2204,SN,"Is your phone- it says- like I don't know if it //says ""message for you."""
2207,T,//Message for you. I know. Somebody called me last week and left me a message. I never answered it. 
2214,T,"Okay? Do you get it now, Stuart? No humidity because you can tell the humidity by the dew point. How are you doing?"
2221,SN,Okay.
2222,T,"Now, these all have to go a certain way."
2225,S,Right.
2226,T,This one I can't tell- oh. Okay. There it is. Your direction for wind.
2231,S,Oh.
2240,SN,What are the cloudies again? I forgot.
2243,T,The cloudies?
2244,S,"Yes. Now, I know this is clear."
