time,speaker,talk
1445456666,Lily,her group didn't find the ice cream our group found the ice cream (laughing)
1445456669,Ansley,(laughing) that's a good thing
1445456672,Monique,I would not hate getting some ice cream at some point team
1445456675,Ansley,nope
1445456660,Jarod,there we go
1445456663,Ansley,last week when we were driving back
1445456666,Monique,is the woolworths still like a thing cuz I know there's a woolworths in Ashville north carolina that is not operational as a woolworths but they turned it into an art gallery which is pretty cool.. and they've got a little bit of the lunch counter still there you can order a milkshake
1445456669,Jarod,let's uh let's cross the street
1445456672,Ansley,so we have a photo of the rosa parks sign and that's gonna be stop two?
1445456675,Hadley,yea
1445456678,Ansley,k
1445456681,Lily,where is this?
1445456684,Monique,ashville north carolina
1445456687,Lily,oh
1445456690,Lily,the walgreens is still there but it's like totally modernized
1445456693,Monique,like an actual walgreens that we think of
1445456696,Lily,right no lunch counter
1445456699,Hadley,there is a walgreens
1445456702,Lily,there is a walgreens still there there's one it's like (inaudible)
1445456705,Hadley,it's funny that the walgreens
1445456708,Monique,should we have crossed the street? at that intersection
1445456711,Ansley,yep
1445456714,Hadley,yea
1445456717,Ansley,yep (laughing)
1445456720,Monique,we might want to edit that path on livetrekker so we don't encourage our peers to jaywalk
1445456723,Lily,yea (inaudible) the next group run through traffic
1445456720,Jarod,I think THE biggest cultural difference I've found between the north and the south is the way you cross a street
1445456723,Ansley,is what?
1445456726,Jarod,* is the way you cross the street
1445456729,Hadley,* you mean that in the south they actually use intersections and in the north and in like
1445456732,Jarod,it's just a free for all
1445456735,Ansley,I've gotten more emails in this last hour than like the last week
1445456738,Hadley,that is SO true like in new york it's like you just go
1445456741,Jarod,you just g you go
1445456744,Hadley,if there's a slight break in the action it's like
1445456747,Jarod,yea.. a car could be coming at you and it's ok
1445456750,Hadley,yea exactly
1445456753,Hadley,ok horn
1445456756,Jarod,(laughing)
1445456759,Hadley,jees that's enough
1445456762,Hadley,we turn here?
1445456765,Monique,correct
1445456768,Jarod,yea
1445456780,Monique,so and along the way here we're maybe have a little pop ups like this was maybe a path they would have taken to
1445456783,Hadley,yea
1445456786,Monique,the sit in movement and marches and stuff
1445456789,Ansley,here should we go ahead and across?
1445456792,Jarod,do we wanna cross?
1445456795,Ansley,we might as well
1445456798,Jarod,* where like what's the landmark that we're looking for now
1445456801,Monique,* yea I don't like walking under that kind of stuff
1445456804,Ansley,the library right? which is on this side of the street
1445456807,Hadley,* the library right?
1445456810,Jarod,the library yea
1445456813,Monique,yea we can cross
1445456816,Hadley,ok
1445456819,Ansley,yea it's a short road we're fine
1445456822,Jarod,it's a short road (laughing)
1445456825,Hadley,suggestion all right
1445456828,Ansley,we're fine
1445456831,Ansley,what exactly are we doing at the library what are we talking about there
1445456834,Hadley,just the picture we just needed an example or like somewhere to stop.. in between like the church and the sit in locations
1445456837,Ansley,* oh that's right.. ok perfect
1445456840,Hadley,so in the library we had that picture of um I took a picture of the picture whoops um..this..it says demonstration on church street at present site of nashville public library it's just like a protest demonstration
1445456843,Ansley,* perfect
1445456846,Hadley,so it's not like it's just like
1445456849,Ansley,ok
1445456852,Hadley,this is what used to be here whatever
1445456855,Hadley,yea document our brief crossing of the streeet..it's really funny
1445456858,Ansley,(laughing)
1445456861,Monique,is livetrekker go
1445456864,Hadley,you can see like right where we crossed
1445456867,Ansley,(laughing)
1445456870,Monique,can I have the map
1445456873,Ansley,yep..next we are going up capitol avenue
1445456900,Ansley,which is right there.. so how do we want to frame this picture?
1445456903,Hadley,um well ok lets look at the other picture
1445456906,Monique,yea
1445456909,Jarod,do we want to cross?
1445456912,Monique,yea let's go ahead and cross
1445456915,Hadley,so this photo is..it's kind of hard to tell oh do you have the map?
1445456918,Monique,yea
1445456921,Hadley,so look on the look on where nashville public library is and look where candyLAND is
1445456924,Hadley,I think we'll have to stop
1445456927,Hadley,candyland
1445456930,Monique,yep
1445456933,Hadley,that's right where this place is
1445456936,Ansley,so like right right here?
1445456939,Hadley,it's on
1445456942,Ansley,7th avenue north and the library
1445456945,Monique,yea it's right here right at this corner
1445456945,Hadley,so here
1445456948,Monique,yea
1445456951,Hadley,so it's this building like its
1445456954,Monique,* yea so why don't we step back
1445456957,Hadley,* so maybe we should
1445456960,Monique,you could even we could even cross the street and take a picture of that window
1445456963,Hadley,ok let's do that
1445456966,Monique,does that tell a story? that image like
1445456969,Ansley,* juxtaposing the two
1445456972,Hadley,* if you put them side by side
1445456975,Monique,yea yea cool
1445456978,Hadley,I think so
1445456981,Monique,does that work?
1445456984,Ansley,so do we need to cross the street?
1445456987,Monique,yea we need to
1445456990,Hadley,* yea just one person does
1445456993,Jarod,* just one person
1445456996,Monique,* yea we can just send one person across the street
1445456999,Ansley,well we are going to need to to get over to capitol anyway
1445457002,Monique,yea I don't like jaywalking
1445457005,Jarod,are we?
1445457008,Monique,so Jake why don't you
1445457011,Jarod,are we.. are we making a left yea I'll go take the picture
1445457014,Ansley,(laughing)
1445457017,Monique,yea go ahead and snag that and go take a shot and while he's doing that guys we should walk this way so we're not in the picture
1445457020,Ansley,oh yeah
1445457023,Hadley,oh we could be in the picture though.. like protesting
1445457026,Ansley,huh that's interesting they still have (inaudible) on the name of the
1445457029,Jarod,we could do a panarama
1445457032,Monique,they sell what?
1445457020,Lily,he said you could do a panorama
1445457023,Jarod,anyone here me?
1445457026,Hadley,what?
1445457029,Hadley,oh is that what he asked?
1445457032,Monique,umm not particularly but sure
1445457035,Ansley,up to yall you guys looked at the picture I'm not sure
1445457038,Hadley,wait what's castKnott is that what that street used to be called?
1445457041,Ansley,castKnott was a department store
1445457044,Hadley,oh
1445457047,Ansley,that started in here and kinda was in southern kentucky and middle tennesee.. but I just think it's cool that the name is still on the building
1445457050,Hadley,* that's cool.. yea that's cool
1445457053,Ansley,it's interesting
1445457056,Monique,it's not super relevant to our tour but it is very interesting
1445457059,Ansley,no it's only relevant because my grandma worked at casranot in bowling green kentucky for a number of years
1445457062,Monique,* oh yeah
1445457065,Ansley,that's the only reason I know what it is
1445457068,Monique,that's pretty cool.. have you watched the (inaudible)?
1445457071,Hadley,* its cool though cuz it reflects the
1445457074,Ansley,no
1445457077,Monique,you would like it
1445457080,Ansley,I bet
1445457083,Monique,It's a historical fiction tv show thing about a department store in..it's similar to the UK
1445457086,Ansley,* oh cool..interesting
1445457089,Ansley,ok we're going up.. up here right now
1445457092,Ansley,how far are we going on capital?
1445457080,Monique,umm not far I see a fence that might indicate that our ally we were going to use is now blocked
1445457083,Hadley,aww dang
1445457086,Ansley,yea that'd be a bummer..maybe not
1445457089,Monique,this is where we are.. and here is where we are right now
1445457092,Ansley,right
1445457095,Monique,here between here and union I think that's union like I think that this is our ally see that it's blocked with the fence right now
1445457098,Hadley,we're gonna cross so
1445457101,Monique,yea we should just go I
1445457104,Ansley,we might as well look and maybe not take the livetrekker with us..just in case cuz we don't want it to double back three times
1445457107,Monique,* yea that's a good idea yea
1445457110,Hadley,well let's cross we need a
1445457113,Monique,we can get jake's opinion to..ok so we were going to go through this ally we are pretty sure that the ally is that thing with the fence in front of it like to get to
1445457116,Jarod,ohh right ok
1445457140,Hadley,unless its oh
1445457143,Ansley,I can't tell
1445457146,Jarod,I don't I don't think it is
1445457149,Ansley,it could be a little further up
1445457152,Jarod,I think it might be a little further up
1445457155,Monique,ok we can walk there.. and if we can delete parts of the livetrekker thing to so it's not a big to
1445457158,Ansley,* yea let's go across the street and give it a shot
1445457161,Hadley,we can?
1445457164,Monique,yea we can delete points on it
1445457167,Hadley,* really?.. stinky stinky..that's cool I didn't know that
1445457170,Ansley,* we can what now?
1445457173,Monique,yea cuz a couple times I was sitting in my room it would think I had gone all over creation yea
1445457176,Hadley,* oh that's right you totally me about that or you told the class you told me about that
1445457179,Ansley,oh yea that's right you can delete points I see
1445457182,Jarod,I mean this this map is from sixty years ago there is a very good chance that ally's not there I didn't even think about that it's probably not there
1445457185,Hadley,* right (laughing)
1445457188,Ansley,well we could just
1445457191,Monique,* looks like there is a little gap between the buildings right there?
1445457194,Jarod,yea
1445457197,Ansley,we are going to send them some really sketchy places that's fine.. also this is gross
1445457200,Monique,yea I don't like that
1445457203,Hadley,uhh according to google like this
1445457200,Monique,oh look
1445457203,Jarod,yea
1445457206,Monique,yea
1445457209,Jarod,does it go all the way through?
1445457212,Ansley,yesss! guys the ally it's a real thing
1445457215,Hadley,DOWN ally!
1445457218,Ansley,yess!
1445457221,Hadley,yea sixty year old plus ally
1445457224,Monique,it's even indicated as a place people can walk..alright
1445457227,Hadley,does it
1445457230,Ansley,I love how excited we just got about an Ally..that happened (laughing).. like
1445457233,Jarod,(laughing)
1445457236,Hadley,is there any historical significance about this ally where we should stop and?
1445457239,Monique,uh there's this
1445457242,Ansley,umm wait a second Mae what what was the point of this road like why were we here
1445457245,Monique,oh it's not right here it's on the other side
1445457248,Jarod,are we stopping?
1445457251,Ansley,it was
1445457254,Monique,yea it's right there
1445457257,Ansley,oh ok perfect
1445457260,Hadley,that was you're thing right
1445457263,Monique,* where his oral history
1445457266,Ansley,* yea
1445457269,Jarod,yea it was my thing it was my thing
1445457272,Ansley,that was on sixth avenue north..so that should be like
1445457275,Monique,i wonder if that's now caesars italian restaurant
1445457278,Ansley,that's kind of what it looks like to be honest
1445457281,Jarod,please use front door
1445457284,Hadley,oh
1445457260,Ansley,it smells like poop
1445457263,Monique,uh it smells amazing I just want some fried chicken so bad right now..some fried pickles
1445457266,Monique,* I'm so hungry
1445457269,Jarod,i could definitely I could go for this..stop the tour here
1445457272,Ansley,yea this is where it was.. if the map is accurate
1445457275,Monique,hey wait we can take a picture of this sign with no public restrooms
1445457278,Jarod,here
1445457281,Monique,that's kind of funny actually
1445457284,Ansley,(laughing) that is funny
1445457287,Hadley,what is it?
1445457290,Monique,they've got a sign about no public restrooms
1445457293,Monique,wow it smells so good
1445457296,Hadley,so it's this this is the restaurant
1445457299,Monique,yea
1445457302,Ansley,yea this is where it was cuz it was right on the other side of the ally
1445457305,Jarod,I mean I think so yea
1445457308,Monique,yea
1445457311,Ansley,that's what it looks like
1445457314,Jarod,see if anything's the same
1445457317,Ansley,hmm it's so funny that still exists!
1445457320,Hadley,was it 221..i guess the address might have changed
1445457323,Jarod,I mean it makes sense that it would still be a restaurant
1445457326,Ansley,yea it was 221
1445457329,Hadley,they said what? it says it's still a restaurant
1445457332,Lily,what still exists?
1445457335,Monique,so umm jake one of his oral histories was about a sit in at a restaurant that was right at this location and it was different name different owners
1445457338,Ansley,* it was 221 so this is you can take a picture of the number yea
1445457341,Jarod,* what?.. it makes sense that it would still be a restaurant so they would try and use the space in the same way
1445457344,Lily,* oh
1445457320,Monique,but it's like still a restaurant in the same building which is kind of cool
1445457323,Lily,right funny
1445457326,Ansley,cross keys restaurant 221
1445457329,Hadley,yep
1445457332,Monique,I feel like we should zoom in a little more cuz I think like the no public restroom sign is kind of.. approppo
1445457335,Hadley,oh
1445457338,Ansley,plus getting the number in it would be good cuz the number's on the back
1445457341,Monique,those poeple inside are like what are guys doing taking pictures of our restaurant
1445457344,Ansley,(laughing) and wearing cameras
1445457347,Hadley,you have no idea!
1445457350,Jarod,we'll give them a history did you know that this restaurant used to be
1445457353,Ansley,yea there we go
1445457356,Lily,she's here you're good you're good
1445457359,Jarod,what?
1445457362,Lily,oh yeah we wanted to check you're batteries really quick
1445457365,Monique,alright so we're going this way
1445457368,Ansley,yep we're going back down to church street again
1445457371,Ansley,and then it looks like harvey's was on the corner.. no across the street
1445457374,Monique,* that's a cute dress
1445457377,Ansley,it was across the street
1445457380,Monique,so it's not now a subway is what you're saying
1445457383,Ansley,it is now subway yea
1445457386,Monique,oh wow
1445457389,Ansley,that's sad
1445457392,Monique,that's good..way to go Nashville
1445457395,Jarod,(laughing)
1445457380,Ansley,but it looks like the kind of building that would have been a department store
1445457383,Monique,yea..maybe we should maybe we should photograph this one from this far away so you can see  you know that the.. has now been subdivided
1445457386,Jarod,* yea I know what you mean
1445457389,Ansley,* here
1445457392,Jarod,* yea
1445457395,Ansley,yea do you want to grab a picture of the building from here
1445457398,Hadley,yea I think you guys have a better view or like mental image
1445457401,Ansley,I think that's where it was..that looks right from here
1445457404,Monique,ok so then we would talk about it how it's like
1445457407,Ansley,cuz this is 6th yep so it would have been and we just came from this direction so that would have been harvey's right there
1445457410,Monique,* yea
1445457413,Hadley,hmhm
1445457416,Monique,yea cuz then you can see it was one building and it used to be all one thing and now it's been subdivided into different stores
1445457419,Ansley,* this is weird
1445457422,Hadley,* hmhm multiple
1445457425,Monique,yea
1445457428,Monique,ok
1445457431,Ansley,good
1445457434,Monique,yea and then
1445457437,Hadley,but there's a couple around the corner here
1445457440,Monique,a block to the left yea there's more
1445457443,Ansley,* yep yep we are going to the corner and then down.. just straight down church street
1445457446,Hadley,* I want more placards
1445457449,Ansley,* and then we're gonna we might as well stay on this side of the road because we're gonna turn left on the next block
1445457452,Monique,yea
1445457455,Hadley,this was a site
1445457440,Monique,it looks like there's apartments in there now
1445457443,Ansley,yea it kind of does
1445457446,Hadley,it what?
1445457449,Monique,it looks like they turned it into departments
1445457452,Hadley,* oh they turned it into departments
1445457455,Jarod,uh huh
1445457458,Ansley,that's weird
1445457461,Monique,that is weird
1445457464,Ansley,that's really strange
1445457467,Hadley,can we go? I can't really yea it's green
1445457470,Ansley,can we cross I can't see?
1445457473,Ansley,that's so sad.. in a way.. you know?
1445457476,Monique,yea
1445457479,Monique,and here 530 church street
1445457482,Ansley,yea
1445457485,Hadley,day spa tacular!
1445457488,Jarod,what's this one?
1445457491,Monique,this is the same thing
1445457494,Jarod,oh it hasn't changed
1445457497,Ansley,corner stone square
1445457500,Monique,I just thought I just yea no this is the same stop but I just thought it was cool that they still have the original building markers right
1445457503,Ansley,* 530 church street
1445457506,Jarod,yea
1445457509,Hadley,do we want to take a picture of that just to have?
1445457512,Ansley,sure
1445457515,Monique,suuure
1445457518,Hadley,which one church or corner stone square?
1445457500,Hadley,uhh that has the date that's kind of cool
1445457503,Ansley,yea that has that's good
1445457506,Monique,yea
1445457509,Jarod,I could go for a taco
1445457512,Monique,and actually i think
1445457515,Ansley,cain sloan is right there
1445457518,Monique,yea yea I could destroy a taco right now
1445457521,Ansley,* right?
1445457524,Hadley,down for tacos (laughing)
1445457527,Jarod,yea I could definitely go for a taco
1445457530,Ansley,cuz what's the next
1445457533,Hadley,what is this?
1445457536,Ansley,is cain sloan on fifth?
1445457539,Monique,umm yea cain sloan is at the corner of fifth and church
1445457542,Ansley,ok
1445457545,Hadley,it's crazy like.. that those like the sit ins and stuff were there and now it's just like
1445457548,Ansley,right!
1445457551,Jarod,taco shops and spas and
1445457554,Hadley,* just tacos and there's no history and you would never know
1445457557,Jarod,you'd never know
1445457560,Hadley,like the same with the pancake pantry like you go in there and it's like an old cool like
1445457563,Ansley,and it's not even like castranot where there's the name of the building on it
1445457566,Monique,* woah it smells amazing right now!
1445457569,Ansley,* woah geez
1445457572,Hadley,* huh
1445457560,Ansley,they're going to watch these go pros later and be like man those kids were really hungry today (laughing)
1445457563,Monique,I have some snacks
1445457566,Ansley,we've talked about food like the entire walk
1445457569,Hadley,the whole trip
1445457572,Jarod,smells great
1445457575,Hadley,it smells amazing
1445457578,Ansley,is this where pucketts is now?
1445457581,Monique,uh I guess?
1445457584,Hadley,wasn't one like on this corner?
1445457587,Ansley,* yea this was this was cain sloan
1445457590,Monique,* yea this is cain sloan
1445457593,Hadley,ohh
1445457596,Monique,and I think this would be like the main entrance for the department store.. probably
1445457599,Ansley,* yea
1445457602,Jarod,this would be what?
1445457605,Monique,so this was the site of a department store once upon a time called cain sloan which experienced sit ins and I would imagine that would be the main entrance
1445457608,Jarod,* yea
1445457611,Ansley,does it have an uh
1445457614,Hadley,address?
1445457617,Ansley,that's what I was looking
1445457620,Monique,also that's a beautiful church
1445457623,Monique,I'll look on the other side of the building though
1445457626,Ansley,no it doesn't.. not on church street but that looks like 510 so it would make sense if this was 500
1445457620,Hadley,wait where?
1445457623,Ansley,right here is what we're looking at
1445457626,Hadley,doesn't that say two oh three
1445457629,Ansley,um on this on the other around the corner yea do you want to go around the corner and look
1445457632,Hadley,yea..wait we lost a member
1445457635,Ansley,I was say where did jake go?
1445457638,Monique,so I was looking on the other side of the building see if there's something cool to photograph and there isn't but there is an interesting quote on that church sign
1445457641,Ansley,(laughing) I like it
1445457644,Hadley,* I think we should take the picture from this angle
1445457647,Monique,* seems to resonate a little bit
1445457650,Ansley,yea
1445457653,Hadley,cuz this is cool like this
1445457656,Monique,* maybe from across the street you'd get a better view of it
1445457659,Hadley,yea yea that's what I mean like from the side
1445457662,Ansley,ok
1445457665,Monique,maybe from like right there
1445457668,Ansley,oh this is where the lights are I know where I am now I literally know this street is the place where the lights are but it's fine
1445457680,Monique,so Hallie I think if you just go to that corner across there and take a picture
1445457683,Ansley,there's not.. creeping yea no there's not like um an address listed on the window or anyting
1445457686,Monique,* yea
1445457689,Monique,we should hide get a picture
1445457692,Ansley,we should oh picture
1445457695,Monique,they have cool old stuff here
1445457698,Ansley,yea pucketts is supposed to be really good but I've never been
1445457701,Ansley,this doesn't look weird at all
1445457704,Monique,no not at all
1445457707,Lily,(inaudible) what did you
1445457710,Ansley,this building right here which was cain sloan department store
1445457713,Lily,oh ok
1445457716,Ansley,now one of the restaurants in nashville everybody talks about
1445457740,Ansley,ok
1445457743,Monique,hey you guys there's a sign
1445457746,Jarod,woot
1445457749,Monique,a marker
1445457752,Ansley,oh look a plaque
1445457755,Jarod,that's not the walgreens is it?
1445457758,Monique,yea that's the walgreens
1445457761,Jarod,that's the walgreens that's funny
1445457764,Ansley,hey that's us!
1445457767,Jarod,that's us
1445457770,Ansley,just kidding but that's what we're looking for
1445457773,Monique,yea
1445457776,Hadley,that thing is playing music it's like the randomest like box in the middle of nowhere
1445457779,Ansley,what
1445457782,Hadley,* it's like
1445457785,Ansley,* what box oh the box with the music note on it
1445457788,Hadley,* yea
1445457791,Ansley,that's awkward
1445457794,Hadley,I took a video
1445457797,Jarod,where where is that?
1445457800,Ansley,good job
1445457803,Hadley,right on the corner
1445457806,Jarod,oh
1445457809,Ansley,that's so interesting
1445457812,Hadley,and I was like where is this sound coming from
1445457815,Ansley,yea that's so cool
1445457818,Hadley,um should we want what does this say
1445457821,Ansley,* this is a plaque
1445457824,Monique,* um so this is a thing
1445457827,Hadley,should we make a mark here
1445457830,Jarod,yea sure
1445457833,Monique,yea there was another department store right here
1445457836,Hadley,* and add something about
1445457839,Jarod,yea
1445457842,Monique,here Amy
1445457845,Ansley,falling over sorry
1445457800,Monique,so we just got cain sloan on the corner and there is the woolworths and mcclellens and walgreens all on this block
1445457803,Ansley,can I see these numbers
1445457806,Monique,yea
1445457809,Ansley,so that one looks like two twenty one two twenty three
1445457812,Monique,yea
1445457815,Ansley,and then two thirty three?
1445457818,Monique,so we should go and walk a little further and see what these are but like this could have been a department store right here.. this building
1445457821,Hadley,* yea
1445457824,Ansley,* two twenty three and two thirty three
1445457827,Ansley,yea it looks like it was all one originally
1445457830,Monique,yea.. but so did we get a picture of that
1445457833,Hadley,yea
1445457836,Monique,alright cool
1445457839,Ansley,alright good
1445457842,Ansley,so we're looking at like
1445457845,Monique,when do we need to be done with this
1445457848,Jarod,* more tacos
1445457851,Hadley,walgreens is there
1445457854,Jarod,yea
1445457857,Monique,this is thirteen
1445457860,Ansley,was that the walgreens that we yea it was
1445457863,Monique,yea that's the actual modern walgreens
1445457866,Jarod,yea
1445457869,Ansley,yea two twenty four why did we stop
1445457872,Monique,um I was looking for the number
1445457875,Ansley,two thirteen
1445457860,Ansley,so we are looking for like two
1445457863,Monique,two twentys
1445457866,Ansley,yea the x's
1445457869,Monique,ok cool
1445457872,Ansley,like two twenty three or two thirty three
1445457875,Hadley,a little further
1445457878,Hadley,have you guys ever done the art crawl the first saturday art crawl
1445457881,Ansley,* no
1445457884,Jarod,* no
1445457887,Hadley,you should
1445457890,Hadley,are you guys twenty one?
1445457893,Ansley,nope
1445457896,Jarod,no
1445457899,Hadley,oh that's why
1445457902,Ansley,almost
1445457905,Jarod,you can
1445457908,Hadley,no you have to be twenty one because all the art galleries on this street and then in the arcade to give out free wine and drinks and then you go in
1445457911,Monique,* this is pretty
1445457914,Jarod,* right right
1445457917,Hadley,so you can go in but they won't serve you
1445457920,Ansley,seventeen nineteen..I never thought about street numbers being so useful
1445457923,Monique,very useful
1445457926,Ansley,cuz frankly I never really use them
1445457929,Monique,there's another sign guys
1445457932,Ansley,hey! two twenty three that was the number
1445457935,Monique,* someone already did this
1445457938,Jarod,there it is
1445457941,Hadley,ok this is good then
1445457944,Jarod,so wait we're not walking through the arcade right?
1445457947,Monique,no
1445457950,Ansley,no
1445457953,Hadley,* no we decided not to do it
1445457956,Ansley,although I didn't know it was a thing that's kind of interesting
1445457959,Monique,* the arcade's super cool but it's not super relevant here ok
1445457962,Jarod,it looks fun
1445457965,Hadley,it is cool
1445457968,Ansley,it looks fun
1445457971,Hadley,we can walk through it because it's more interesting than walking down union
1445457974,Jarod,it looks fun
1445457977,Ansley,two twenty three!
1445457980,Jarod,oh that looks so fun
1445457920,Hadley,woah this is such a cool picture actually
1445457923,Jarod,* oh that looks so fun
1445457926,Ansley,and then this would be a good shot of the walgreens also
1445457929,Monique,* yea
1445457932,Jarod,* yea we should get a shot we shoudl get a shot of the walgreens
1445457935,Ansley,* yea which is relevant.. cuz that's where it was and then mcclellan was another one we talked about which is a little further down.. it's more like two thirty three
1445457938,Monique,* yea
1445457941,Hadley,what does this say?
1445457944,Monique,alright so after this we're gonna go either through the arcade or on union street.. what time do we need to be finished with things
1445457947,Lily,um I mean we need to be back at the (inaudible) at three forty five
1445457950,Hadley,we've been doing this for twenty five minutes
1445457953,Ansley,* we've got time
1445457956,Jarod,we're we're good
1445457959,Ansley,* we've got time
1445457962,Monique,yea are we good?
1445457965,Jarod,we we over estimated how far of a walk this is
1445457968,Ansley,right..cuz even stopping and taking pictures just isn't that long
1445457971,Jarod,no we've been (inaudible)
1445457974,Monique,* yea
1445457977,Ansley,so..do we
1445457980,Monique,* alright do we want to go through the arcade or do we want to go up another half block and take a right on union
1445457983,Ansley,and do we want to find mcclellans store
1445457986,Monique,well if we go up toward union we'll find it as well
1445457989,Ansley,right
1445457980,Hadley,but I think the arcade's
1445457983,Monique,* the arcade's kind of interesting but
1445457986,Jarod,* if we have a landmark up there then we probably should go up there
1445457989,Ansley,yea we might as well just go to union
1445457992,Monique,yea the arcade's cool but.. not super relevant
1445457995,Ansley,* it is cool I've never even
1445457998,Jarod,I've never like is this a common thing
1445458001,Hadley,* it's it's uh all art galleries upstairs and then inside the arcade are like little businesses so it's worth going in
1445458004,Jarod,* ok
1445458007,Monique,it's two thirty three is that we're looking for?
1445458010,Ansley,yep that was easy
1445458013,Jarod,I gotta find some friends who like art
1445458016,Hadley,just turn twenty one every first saturday
1445458019,Ansley,so this is where mcclellans was
1445458022,Hadley,is that the last one on our on our map
1445458025,Ansley,yep
1445458028,Hadley,oh so we could go through the arcade yea
1445458031,Ansley,yea in theory
1445458034,Monique,why don't we go ahead and cross through the arcade and then we'll get a better view of the building
1445458037,Hadley,yes
1445458040,Ansley,ok
1445458043,Ansley,is it the same on both sides (laughing)
1445458046,Hadley,oh.. it's not
