time,speaker,talk
775,Teacher,"When you find it on the map, you're gonna put the little dot where Detroit goes."
782,Teacher,"Then you're gonna write ""Detroit,"" but you've got to write small, and you've got to write neat, so that I can read it. "
789,Teacher,"Stuart, you haven't started yet, have you?"
790,New student,No.
791,Teacher,"Don't, because I- I've got to tell you the whole thing. "
795,Teacher,"Remember where Detroit goes on a station- a weather station model, right? "
802,Teacher,"Many of you forgot to put ""Weather City"" when you had to redo another station model on that worksheet. "
808,Teacher,Lots of people did not put that city name. They put all the other stuff but didn't put the city. 
813,Teacher,"So when you write ""Detroit,"" to the left of it make your circle right away and start building that station model."
823,Teacher,"Otherwise, if you go through and write all the cities first, then you're gonna have to go back and make sure you've got room to put the station model. "
831,Teacher,"So do one city at a time, okay? Do you know what I'm saying? "
834,New student,Uh-huh.
835,Teacher,You got it? Yes?
836,New student,(inaudible)?
837,Teacher,Like this. I'll just start this first one just so you know. 
840,Teacher,"If you have got this part of Michigan right here, and you put the dot, you need to write ""Detroit"" over here, okay? "
851,Teacher,And then start your station model right here.
855,Teacher,All right? A reminder that the wind direction is that arrow to the middle.
862,Teacher,All right? And- I'm trying to think what else they had trouble with. They had a little trouble last hour with cloud coverage in the circle. 
872,Teacher,"If you're not sure, ask someone at your table first before I come around to help you with that. Make sure you get it before- "
878,Teacher,"or somebody else- you've asked somebody else before you ask me, okay? "
883,Teacher,"Because you had the 25%, you had the 50%, and you had the 75% then you had full coverage. "
888,Teacher,"Remember what those meant because that's how they are on this sheet, okay? Okay. So there's your- any questions on the station model? "
899,Teacher,"You know where everything goes on there? There are only two cities with current conditions, and I'll put the symbols on the board. "
904,Teacher,"They're very simple, okay? So you don't need that chart either. Okay. Next one. Mark, keep going."
912,New student,Construct a weather station map for each of the above cities. Place them at approximate locations.
918,Teacher,Appropriate locations. 
920,Single student,//Oh.
921,Teacher,"//Yep. All right. Now, that's as far as everybody got for second hour, okay? Go ahead and read on, Mark."
928,Single student,Place high and low pressure centers where you think that- where you think they would be located on the map. 
934,Teacher,You're gonna have to look at what in order to do that? What's some indicators of high and low pressure? 
942,Teacher,"Oh, no. You know what we thought of last hour? Don't do this one. Put an arrow, four, five, and five to four. "
949,Teacher,"Do step five first. It'll make four a lot easier. Or three and four. I'm sorry. I'm sorry. Wait, wait, wait. "
956,Teacher,"Do step four first and then go back up and do step three. Read step four, Mark, so I can explain what I mean there."
966,Single student,Shade regions of precipitation. Place symbol for cold and warm fronts where they would most- most likely be located on the map.
976,Teacher,Okay. Do you see why I said to do this one first?
979,New student,Uh-huh.
980,Teacher,"When you find the areas of precipitation and then you find the cold and warm fronts, "
985,Teacher,"it should be a lot easier to put the low pressure and high pressure centers, right? Okay. "
990,Teacher,So do number four first and then go back and do number three. When you shade for precipitation: 
999,Teacher,"if it's light rain, it's a light green; if it's medium rain, if they just say rain, then it's a yellow; and if it's a thunderstorm, then it's red. "
1009,Teacher,"That's how the Doppler Radar satellite picture picks it up, okay? It's the density of the air is what they pick up, all right?"
1017,Teacher,"Okay. Go ahead, Mark."
1019,New student,Answer the following questions. Interpret the data using your (map weather). 
1025,Single student,Explain the locations of high and low pressure centers in warm and cool fronts. 
1031,Single student,Are there any environmental or severe weather incidents that may occur? Include the weather indications in the map. 
1040,Single student,Use your weather map to explain the above answer.
1044,Teacher,Okay. This will be on a separate sheet of paper- probably won't get it until about the middle of class tomorrow-
1050,Teacher,"where now you have to explain why you put everything on your map where you put it, okay? "
1056,Teacher,"So you're kind of explaining yourself: low pressure, high pressure. And hopefully you'll be able to do that. "
1062,Teacher,"I think you can, if you allow yourself to think in that direction. Okay, and then six."
1070,Single student,"Using the data on the weather, forecast the weather for October 24th, 2002, for each of the cities of the (inaudible)-00:17:58	T	Okay. Are there any questions about what I expect you to do? No? 00:18:06	T	So I will be able to just sit here the whole time you're doing this and just watch you like last hour? Todd?00:18:15	SN	I don't get shade regions of precipitation."""
1099,Teacher,"Okay. On the map that you had to do for the weather station models, they told you to shade the areas of precipitation. "
1106,Teacher,The same way that this map did- you see how they shaded these areas? Where it's raining. 
1114,Teacher,"And once you get done with all your station models, you'll be able to see it better. "
1117,Teacher,"You'll look for the cloudy areas, and then from that you'll look for the rainy areas."
1120,Single student,"Now I know, I just- I thought you meant to do four completely first."
1126,Teacher,"No. No. Well, yeah. You're gonna do four first before you do three."
1130,Single student,"I know that, but I thought-"
1131,Teacher,"Oh, no. Not before two though, right. Okay. Got ya."
1134,Teacher,Jeff?
1135,New student,Do you work as a group or-
1136,Teacher,"You work as a group, yes."
1137,Single student,Okay.
1138,Teacher,"Which means talking quietly about the mapping activity, not about what you did over the weekend, okay?"
1147,Teacher,"Yes, Wes?"
1148,New student,"I'm really not sure about these, uh, models we have to put down."
1153,Teacher,Okay.
1154,Single student,I don't quite understand them.
1155,Teacher,Did you do that worksheet last week?
1157,Single student,Which one?
1158,Teacher,The one that you were supposed to turn in for a grade on Friday. 
1161,Single student,I'm not sure.
1162,Teacher,"You had ""weather city"" and then ""around the circle"" which had cloudiness in it."
1170,Single student,I don't remember anything like that. I remember most of last week.
1174,Teacher,"All right, I'm not sure you turned it in. "
1176,Single student,I'm not sure either.
1177,Teacher,Okay. We'll see what your group can help you with.
1181,Single student,Okay.
1183,Teacher,Jeff?
1184,New student,I was wondering if I could move right next to Geoffrey so we-
1187,Teacher,Sure. Mark?
1189,New student,"When we're like doing Detroit, you said- do you want us to write- "
1192,Single student,"like go through and write all the cities and then go and do the weather stations, or do the city and then the weather station?"
1198,Teacher,Somebody want to answer Mark's question?
1201,New student,Do the weather- the city and the weather station together.
1203,New student,Okay.
1205,Teacher,"Don't go- don't do all the cities first and then go back and do the stations because you might write the name of the city in the wrong place,"
1212,Teacher,and you won't be able to fit the weather station around it. Hannah?
1215,New student,"Okay. What do we do for, like, the current conditions?"
1221,Teacher,Okay. There are only two. Thanks for that. There are only two. Let me pull this up. 
1228,Teacher,"They call it on those dir- and that's actual data information from last Wednesday, the 23rd, straight off the Weather Channel. "
1237,Teacher,"When you're all done, I'm going to give you the actual satellite map with the warm fronts and cold fronts and high and low pressures. "
1244,Teacher,You're gonna compare that to what you came up with on your map. I'm looking at probably Wednesday by the time we get to that. 
1253,Teacher,Then you're- you're gonna forecast at the bottom. Your last step is gonna be a forecast. 
1257,Teacher,"Then you're gonna look at what happened the next day and see how well your forecast came out, okay? "
1262,Teacher,"Uh, but on the Weather Channel, instead of calling it intermittent rain, they call it light rain. So this is the symbol for light rain. "
1271,Teacher,"I know it's tough, and I don't know if you're gonna be able to remember it, but that's light rain, okay? "
1278,Teacher,"There are no thunderstorms, none of that, all the fancy stuff they had on that chart. And guess what this is?"
1284,Two or more students,Snow.
1285,Teacher,Light snow. 
1287,Teacher,"If it were heavy snow, there would be two of them. Oops. Okay? "
1295,Teacher,"Any other questions? Yes, Wes?"
1299,New student,"So if it was heavy rain, there would be two //little footnotes?"
1302,Teacher,"//Two dots, yep. Yep."
1305,New student,Can I have a pencil? I only brought a pen.
1308,Teacher,"Yeah. If you need a pencil, let me know. Don't try to do this in pen. It's too- too much erasing going on. "
1314,Teacher,"Yes, Mitch? Question?"
1317,New student,"When we shade these, what colors did they- do you want us to have them?"
1321,Teacher,I have a box of pencils right up- colored pencils. I did. Right up here. Whatever color you want except red or blue. 
1329,Teacher,Oops. You needed this. 
1332,Teacher,"Whatever color you want except red or blue, okay? All right. If there are no more questions, get started. "
1341,Teacher,I'm gonna put this away so I don't trip on it. 
1349,Teacher,Yes?
1350,New student,I need a pencil.
1351,Teacher,"Okay. Go back over there and get one from where I got it, top- that little top drawer. Mark, did you have a question?"
1357,New student,I don't like sitting next to a wall.
1359,New student,(inaudible)
1360,Teacher,Why?
1361,New student,(inaudible)
1364,Teacher,On the wall? Do you want me to move you up here? 
1368,Single student,"No, that's all right."
1369,Teacher,Oh. I thought so. Christina?
1371,New student,Can I sharpen my pencil?
1372,Teacher,"Yes, you may sharpen your pencil."
1374,New student,"Can I sharpen my pencil, too?"
1376,Teacher,Yeah. You guys are supposed to do this beforehand. 
1386,Teacher,"Okay. Let's see if I can talk you through this. You wrote ""the city of Detroit."" "
1391,Teacher,"And then there was a circle next to it so just draw a circle, a relatively large circle. "
1400,Teacher,Okay. Now- no. Don't fill it in. Just a //circle.
1401,New student,//Oh.
1403,Teacher,"And I just said ""use a pencil."" Is that a pencil?"
1405,Single student,Yes.
1406,Teacher,"Oh. That's a cool pencil. Okay. An open circle. Now, in the circle you have four choices. "
1417,Teacher,"These are your choices: mostly sunny- no. Clear, mostly sunny, partly cloudy, mostly cloudy, cloudy. That's it. Five of them. Okay? "
1429,Single student,"That would be cloudy, wouldn't it?"
1430,Teacher,And they are- it's saying cloudy. And they are represented by how much you shade that circle. 
1437,Single student,So that would be about 50% probably?
1438,Teacher,"Actually, cloudy is gonna be all shaded. "
1441,Single student,Okay.
1442,Teacher,Okay? 
1444,Teacher,"And let me see your pencil for a minute, and I'll draw them on the back so you can- all right. "
1449,Teacher,This one is totally unshaded so that's going to be what?
1454,Single student,"Uh, sunny. "
1455,Teacher,Clear. Yeah. Sunny or clear. This one is gonna be a quarter shaded. 
1460,Teacher,This one is gonna be- let's do them all first and then you can compare. This one is gonna be this way. 
1469,Teacher,And that one is gonna be completely- and you know this one's cloudy and this one's clear. 
1473,Teacher,"Okay? So now your other options are mostly cloudy, mostly sunny or partly cloudy."
1481,Single student,"Okay. So that would be sunny, partly- that would be sunny, that would be partly cloudy, mostly cloudy, right? No. No."
1493,Teacher,Okay. If-
1494,Single student,"//Oh, boy."
1495,Teacher,"//That's all right. Relax. If that's clear, then this is like mostly clear or mostly?"
1501,Single student,Mostly clear.
1503,Teacher,Mostly clear or mostly? If this one's sunny- 
1508,Single student,Mostly sunny.
1509,Teacher,Okay. This one is mostly sunny. Now you've got mostly cloudy and partly cloudy and these two left. 
1517,Teacher,Which one's mostly cloudy and which one's partly cloudy? What's that one?
1522,Single student,Mostly cloudy.
1523,Teacher,What's that one?
1524,Single student,Partly cloudy.
1525,Teacher,Okay. So you've got-
1527,Single student,"Sunny, clear."
1529,Teacher,Yeah. Sunny or clear.
1530,Single student,"Mostly sunny, partly cloudy, mostly cloudy, cloudy."
1536,Teacher,Beautiful.
1537,Teacher,"Detroit was easy, but you're gonna get to some other ones that- okay? "
1542,Teacher,"All right, now, the next thing that you have to figure out is where the temperature goes and where the dew point goes. "
1547,Teacher,"You guys, you have humidity information. Does it go on the weather station model anywhere?"
1553,New student,No.
1555,Two or more students,No.
1556,Teacher,"No. We didn't put humidity on there, did we?"
1558,Single student,So I don't need-
1559,New student,(inaudible)
1560,Teacher,"Well, just- you don't need it right now. You'll need it to answer some questions, but you don't need it on the weather station model. Mark?"
1566,New student,For Detroit how is eight mile an hour- (you got us around 10).
1569,Teacher,"Eight-mile-an-hour wind- I told you last week, your choice. It's either a five- you listening, Geoffrey? "
1577,Teacher,Eight-mile-an-hour wind is either a five or a 10. Your choice. 
1581,Teacher,"If you show me three long lines there, I'm gonna know you didn't know what you were doing, okay? All right. "
1588,Teacher,Do you remember where temperature went? 
1595,New student,Right above it. 
1596,Teacher,Yeah. Right above it to the left. 
1604,Teacher,Okay. And then dew point went? 
1607,Single student,Upper right a bit?
1609,Teacher,Below left. 
1616,Teacher,Okay? You've got the city there. Do you remember what goes above the city on this thing?
1623,Single student,The pressure?
1624,Teacher,Yep. 
1625,New student,Then we do- write on the left.
1629,New student,Pressure is on the left.
1634,Teacher,"When you do the pressure, make sure you show falling, steady or rising, either with the letters or the arrows. "
1640,Teacher,"Rising would be just shooting straight across, a horizontal line. "
1647,Teacher,"Okay. So, now, if you're not doing humidity, the only thing you have left is wind speed and direction. Do you remember how that was represented? "
1654,Single student,"Um, (by an arrow)."
1656,Teacher,Huh?
1657,Single student,By an arrow.
1658,Teacher,An arrow that's shooting into the circle.
1660,Single student,Right.
1661,Teacher,"And it is a //northeast wind, so- "
1662,Single student,//North... in this area down here? That way? 
1665,Teacher,That's northwest.
1666,New student,"You're thinking of, like, Las Vegas and Nevada."
1667,Teacher,Yeah.
1670,Teacher,"If you have trouble remembering your directions, make little compass rows at the top of your map. "
1676,New student,Ah. 
1677,Teacher,Ah. 
1685,New student,Let's see if I find the state.
1687,New student,(Do we do that) (inaudible)?
1689,Teacher,No. You don't need to worry- all of these weather- or all of the wind directions are in either northeast or south- or south- 
1695,Teacher,"I didn't put east, northeast or-"
1697,New student,Okay.
1698,Teacher,No. I didn't do any of that.
1699,Single student,Okay.
1700,New student,Where is Hatteras?
1701,New student,"Can I see the map when you're done, Hannah?"
1704,New student,What state is it in?
1707,Teacher,"You can tell her, Jennifer."
1709,New student,I don't know.
1710,Teacher,"Oh, you guys, I told you where it was."
1712,New student,I- I remember it.
1713,New student,"I found out, this-"
1714,New student,"If you remember, then you can tell me."
1717,New student,I remember her telling us. I just don't remember where.
1719,New student,I remember her talking about it.
1721,New student,This is a-
1724,New student,Cape Hatteras-
1726,Teacher,"Yes. In your- on your map in your book it says Cape Hatteras, right. "
1730,New student,Okay. It's in the book. 
1731,New student,"Oh, that helps."
1732,New student,"Oh, that hurt. "
1733,Teacher,It's not on your plastic map. 
1734,Single student,Oh. It's not?
1735,Teacher,Does that help? 
1736,Single student,No.
1737,Teacher,I don't think it is. It might be.
1738,New student,It's North Carolina.
1741,Teacher,Nope. It's not on your plastic map.
1743,New student,It's out in the ocean.
1745,Teacher,"Well, no. The name is out in the ocean. The little dot //is actually on land."
1747,New student,//There's no dot.
1748,New student,There's no dot.
1749,New student,It's just out in the middle of the ocean.
1756,Teacher,You're right. There is no dot. Hmm. I'm looking in the wrong place anyways. //I'm looking in-
1761,New student,//(Where's) New York in New York? It's not on this map. It must be on that-
1763,New student,"It's on the very corner, like, //if you (go) that way, let's say go to B, it's on the very bottom."
1765,Teacher,//New York is on here. It's just very hard to find.
1767,New student,All right. On this one?
1768,Teacher,Mm-hm. Here's the state.
1770,Single student,Right. //Oh. There it is.
1771,Teacher,Here's the city right there. Yeah.
1772,Single student,I'm stupid.
1774,Teacher,You're not stupid. It's just buried on an island.
1778,New student,"You know, partly would be like-"
1779,New student,Partly is 50. Partly is 50. 50. 
1782,Single student,"Partly is 50. Partly is 50, Mitch."
1785,New student,Okay.
1786,New student,Mostly is 75 (inaudible) very cloudy.
1788,Teacher,You haven't finished the Detroit station weather model yet.
1792,Teacher,Shouldn't you finish that? Before you start one?
1794,Teacher,"I mean, that's what I would do. I guess you can do it any way you want, but- I guess everybody else is doing it that way, too."
1804,Teacher,"Remember to keep your handwriting very small and really nice and neat, those of you that struggle with neat. Really nice and neat."
1815,New student,That good?
1817,New student,There's a river. 
1818,Teacher,Yes.
1819,New student,"Miss A, there's a river through it, but there is no little dot for it."
1826,Teacher,"How about on the plastic map? That's why I gave you that plastic map, too, because-"
1830,New student,Plastic map. 
1832,Teacher,"some of these cities- some of these cities are not as maj- well, Des Moines is a major city, but some aren't."
1840,Single student,Oh. It's right in the middle of it.
1843,Teacher,And they're just on weather maps because they have a weather station there.
1852,New student,"Do we have to label like temperature, pressure?"
1855,Teacher,What did you have to do on the weather station model?
1857,Single student,I don't know. I-
1859,Teacher,Oh. You mean tell me what it is? No. I know what it is.
1861,Single student,All right.
1862,Teacher,Yeah. No. You just write it down.
1865,New student,"Okay, Jeff. Circle, and you put New York right there. Okay. And keep this- that right there."
1875,New student,Can we just put like NC- I mean NY for like New York?
1880,Teacher,Yeah. Make sure I'm not- make sure you don't get too much clutter around it so that you can't tell that that's what it is.
1885,Single student,Okay.
1886,Teacher,"Okay? So make it clear enough that I'll be able to see it, because NY could easily get lost in there."
1891,Single student,Okay.
1892,Teacher,Okay?
1895,New student,"What do we put for ""steady?"""
1897,Teacher,S.
1898,Single student,S.
1899,Teacher,"Or an arrow- here's your circle, "
1900,New student,Yeah.
1901,Teacher,An arrow just shooting off.
1902,Single student,Okay. 
1921,Single student,"Here you are, Mitch. "
1922,New student,You can use the eraser.
1924,New student,Use yours. My pencil doesn't show up.
1927,New student,I'll go sharpen it. 
1929,New student,No. We're supposed to pencil that.
1934,Teacher,"You guys seem to be having a lot less trouble than second hour did, or maybe I just explained it better this time. I don't know."
1943,New student,Miss A?
1944,Teacher,Mm-hm.
1945,Single student,It's hard for me to write //this small.
1946,New student,//Now what are we supposed to do?
1947,Teacher,I know. 
1948,New student,It's hard for me to even write.
1949,Teacher,I told you it would be a challenge for some of you. Yes. You have very large handwriting. 
1953,New student,I got very horrible handwriting.
1954,New student,(inaudible)
1955,Teacher,"Oh, no. That looks good, though. That looks- that's pretty good for you. Yeah. "
1961,Teacher,'Cause I know you would want to fill the map up with- like Los Angeles would cover from L.A. all the way to Florida. 
1966,New student,I know. It probably would.
1967,Teacher,"Mm-hm. Oh. Kansas City is Kansas City, Missouri. Did I say that? "
1973,New student,Yeah.
1974,Teacher,Okay. Missouri.
1976,New student,Okay. I've seen (it in there).
1978,New student,(inaudible)
1980,Teacher,Hmm? Which one?
1983,Single student,"Like Kansas City. I didn't know if it- it's right there, isn't it?"
1987,Teacher,"Yep. It's right on the edge. And then there's another one in Kansas, too, but it's not as big of a city. This is a big city here."
1994,New student,You can't even see it.
1995,Teacher,I know. They don't have it on that map. Do they have it on the plastic one?
1999,New student,Yeah.
2003,Teacher,"Missouri. Yep. And Missouri, yep. And Kansas."
2010,New student,"Miss A, what is it? North, south-"
2014,New student,East and west.
2016,New student,E- does east go right there?
2017,Teacher,Mm-hm.
2018,New student,I (don't) need painkillers.
2020,Teacher,I can't give you medicine.
2022,Single student,(inaudible)
2023,Teacher,She would have to bring either a written- she would have to bring a note. We need something written that says that we can- 
2031,Teacher,Do you want to go call home?
2034,Single student,"Well, I don't want to go home."
2037,Teacher,"Well, if you don't want to go home, can you call home and somebody can bring you the medicine?"
2040,Single student,I don't have medicine.
2043,Teacher,Aspirin? Painkiller?
2045,Single student,"Aspirin? Will it, like, let me be able to hear?"
2048,Teacher,"Tylenol? It won't let you hear, but it'll kill the hurt- it'll kill the pain if you're in pain."
2053,Single student,I'm in a lot of pain.
2054,Teacher,"Well, then you need to take like Tylenol or something. Do you want to call home? "
2059,Single student,Yeah. 
2060,Teacher,Okay. Do you want to call from here or do you want to go down to the office?
2061,Single student,Doesn't matter.
2062,Teacher,Is it like around here?
2064,Single student,It's over there. It's not long distance.
2066,Teacher,Okay. Yeah. Go ahead and call home. See if somebody can bring you something. We're not allowed to administer any medication. 
2072,Teacher,Not even cough drops. Nine.
2074,Single student,Press nine?
2075,Teacher,Uh-huh.
2077,New student,"Brooke, where did you get ""Des Moines""?"
2079,Teacher,//Des Moines.
2080,New student,//Des Moines. Des Moines.
