time,speaker,talk
697,Teacher,They are really equal in size but they stick a bit.
700,New student,Yes.
701,Teacher,There. Yes? Convinced?
703,Two or more students,Yes.
704,Teacher,"Very good. Yes, of course there are some who will never be convinced."
708,New student,I said yes.
709,Teacher,"Yes, but I also heard a no."
716,Teacher,Then we also see- here they made eight right-angled triangles.
719,Teacher,"Namely, four right-angled triangles in the one board and four right-angled triangles in the other board."
725,Teacher,I cut those as well. Those are also equal in size. When I stack them on top of each other they're all equal in size.
730,Teacher,So it's truly a stack of eight and I will take them off from there.
734,Teacher,We will lay it down just like it is shown in the diagram in the book.
737,New student,Which question?
738,Teacher,Question four is what we are working on.
752,Teacher,"Very well, we are now able to, in the same way as exercise- what? Is one lying incorrectly?"
757,Two or more students,No.
758,Teacher,"Oh? Yes, it's crooked- I mean it is loose."
762,Two or more students,(inaudible)
765,Teacher,"Now, should we know the size of everything, we could calculate what the area is of the square in the middle here."
771,Teacher,"Namely, in the same way that we did over there."
774,Teacher,The surface of the whole board and then the surface area of those three- of those four triangles taken off. We won't do that.
781,Teacher,"Now I will, with the other four triangles I have, I will make the other one."
791,Teacher,"It lies in this corner over here, and it lies in that corner over there."
802,Teacher,"Those triangles- those four triangles that are lying over here, are equal in size as the triangles that are lying over there."
807,New student,Yes.
808,Teacher,I knew that the board is equal in size. What am I able to say about the surface of this square and that square?
814,New student,They are equally big as the other ones.
816,Teacher,Together they are- if I add these two surface areas together- are equal in size as that one. Yes?
821,Teacher,Because the boards are equal in size. And the triangles are equal in size. Okay...
827,Teacher,"What they indicate in the book, then, is that they are going to put those boards on top of each other. Yes?"
832,Teacher,"Well, you can't see through the board but you can through the overhead sheets."
835,Teacher,So I will just remove that then because in the book it is shown underneath it. And I will try to place it on top of it.
843,Teacher,Approximately. I may not move anything. There.
848,Teacher,We are still aware that the surface area of this square is equal in size as the surface of this square plus that square together.
855,Teacher,Because they are still the same boards and they are still the same triangle.
861,Teacher,"What are we going to say now? What are we going to look at? Imagine that this side- that that is 12,"
863,Teacher,then what is the surface area of the square that is attached to it?
870,New student,Twelve times 12.
871,Teacher,Twelve times 12. And that is?
872,Single student,One hundred forty-four.
873,Teacher,One hundred forty-four.
874,New student,Without a calculator.
875,New student,Oh yes.
877,Teacher,"The short side, that is five."
880,New student,Twenty-five.
881,Teacher,"So it becomes 25 indeed. What do I know about the large square, then?"
887,New student,One hundred forty-four plus 25.
888,Teacher,That 144 plus 25 and that is?
893,New student,(inaudible)
894,Teacher,One hundred sixty-nine.
897,Teacher,"If I know that the surface area of the large square is 169, can I say something about how long this sloped side is?"
904,New student,Which angle?
905,Teacher,Of this- of this side of the square. It is also the side of the triangle. Namely?
910,New student,Half of 12.
911,New student,Twelve.
912,Two or more students,The square root of 169.
913,Teacher,The square root of 169. Why should you take half of 12?
920,Teacher,"On this side, I have this triangle lying over here. The one side is 12, the other side is five. I want to know the hypotenuse."
927,Teacher,I knew that the surface areas of the squares that are lying here- that have exactly the same sides as the sides of the triangle-
935,Teacher,if it'd be so kind as to stay on it's spot-
939,Teacher,is equal in size as the surface area of the large square. Yes?
942,Teacher,We have seen that the surface area of the large square is 169.
946,Teacher,"Now I would like to know one side, that is the side of the square, which is at the same time also the side of this, of this triangle,"
954,Teacher,"which is indeed the square root of 169, which is 13."
961,Teacher,Yes? And that is actually sort of- of what Pythagoras was talking about.
966,Teacher,"Pythagoras says that if I place a square on the one right-angled side,"
971,Teacher,so the surface area of the square I will calculate. I will place another square on the other- the shorter side.
979,Teacher,"I will take the surface area of that too, of that square. If I add these two surface areas together,"
984,Teacher,apparently- he discovered all this- they are exactly the same as the surface area...
992,Teacher,of the square that is placed on the hypotenuse. Yes?
996,Teacher,I'll show that one to you in a second. As I will write the general rule on the board.
1046,Teacher,"We have seen- ladies and gentlemen, we are going to continue. Ravi. Rick!"
1056,Teacher,Okay. This is the same as what was just on the screen. Suppose that this is the triangle of which this side is 12.
1066,Teacher,Then we would know that the surface area of this square was 144.
1070,Teacher,"If this surface area is five, then this one is 25."
1075,Teacher,"This one was 144 plus 25, is then 169."
1080,New student,So the length is 13.
1082,Teacher,So this one is 13. That was also what we just had on the screen. But now we are going to construct very generally-
1086,New student,Now I get it!
1090,Teacher,"It is also actually in the book, except I am writing it down a bit more detailed."
1093,Teacher,So perhaps it would be smart if you copied it. Then you can always retrieve it.
1114,New student,Yak!
1117,Teacher,Ladies!
1123,Teacher,The Pythagorean theorem. What have we done? We had a right-angled triangle. It only applies to right-angled triangles.
1132,Teacher,"One of those right-angled sides, let's take 12 as the first right-angled side. What did we do with this right-angled side?"
1137,Teacher,We took the square of this right-angled side. In fact we glued a square over it and calculated its surface.
1144,Teacher,"So you took one right-angled side, squared. So we will write that down: one right-angled side, squared."
1151,New student,Are you supposed to-
1153,Teacher,Yup.
1154,Single student,"You are supposed to copy that thing, right?"
1156,Teacher,What I am writing down you have to copy.
1158,Single student,Oh. Ah.
1166,Teacher,"So we had: one right-angled side squared, that is, in other words, the surface area of the square. What did we do with that?"
1177,Teacher,We added the surface area of the square that was on the other right-angled side to it.
1181,Teacher,How did we determine the surface area of the other square again?
1184,Teacher,So that is plus- taking the other right-angled side squared.
1208,Teacher,"So we had the one right-angled side squared, which is in fact the surface area of the square that you attached to it."
1213,Teacher,Plus the other right-angled side squared: the surface area of the other square that you attached to it.
1219,Teacher,What is it equal to? To the surface area of the large square that is on the hypotenuse.
1224,Teacher,"So actually, surface area is the same as that side squared."
1231,Teacher,This is: the hypotenuse.
1250,Teacher,So that is the hypotenuse squared. Does that thing bother you? Sorry. Since I won't be needing this one anymore.
1265,Teacher,There.
1270,New student,The table is slanted.
1274,Teacher,So this is the general theorem. Let's see if it will work if we apply it.
1292,Teacher,Gentlemen! Come on.
1299,Teacher,By now you guys must know that I am crazy about diagrams and tables and things like that.
1304,New student,"Yes, we knew that because you already told us yesterday."
1306,Teacher,There we go. There we go. Good thing the book utilizes that too. Otherwise I would have to explain it all by myself once again.
1312,Teacher,"But the book utilizes it too. So we are going to- to calculate those sides, we will also use the diagram."
1319,Teacher,"Well, if you copy this, Ravi, it'll speed up your homework for you will have done this assignment already."
1323,Two or more students,(inaudible) fast hey (inaudible).
1344,Teacher,Okay. Here I have a right-angled triangle of which I already know two of the right-angled sides. The hypotenuse I don't know yet.
1352,Teacher,"That's what I want to calculate. We will make a small table. I named it ""side"" on one side."
1359,Teacher,As in: how long is the side going to be that I am about to fill in- Rick?
1361,Teacher,You know you can also proceed in the hallway if you're so sure you understand it.
1368,Teacher,And the squared value actually represents the surface area of the square that you placed on the sides.
1375,New student,Yes.
1376,New student,What?
1377,Teacher,"So here I have- what were we supposed to do? The one right-angled side. ""The right-angled side"" I will abbreviate."
1383,Teacher,Because otherwise you will keep writing. I need the one right-angled side; I need the other right-angled side.
1395,New student,Yes?
1396,Teacher,"Ladies, would you please just be a little more quiet as well?"
1399,New student,They are filming in this chicken coop.
1402,Teacher,That doesn't matter. I just want it quiet for myself.
1406,Teacher,And we have a hypotenuse. Yes?
1411,Teacher,So what did we see? We were going to take the one side and square it because that was in fact the one with the square attached to it.
1416,Teacher,"And you were going to determine the surface area of that. That one side is in this case, for example, three."
1421,Teacher,"What is- is that squared? Or in other words, what is the surface area of the square that you attach to it, Julie?"
1424,New student,Nine.
1425,Teacher,That is nine.
1426,Two or more students,Julie?
1427,Teacher,Julie? Am I-
1429,Two or more students,She is sick!
1430,Teacher,"Oh, she is sick, yes, well then people shouldn't move around like that. Sorry, Myrte."
1434,Teacher,"The other right-angled side is four, so that is squared."
1441,Teacher,Now you should listen very carefully because this is a mistake that is often made.
1445,Teacher,"We had said, the one right-angled side squared plus the other right-angled side squared. Those are the only ones you may add together."
1450,Teacher,So only the squared sides. So not your regular sides.
1456,Teacher,So you are allowed to only add this side. And that gives you?
1462,New student,Twenty-five.
1464,New student,"Oh, that is four times four and three times three and then subtract-"
1466,New student,Then the other one is five.
1468,Teacher,And then I would indeed want to know: how long is the hypotenuse.
1472,Teacher,You know that the 25 represents the surface area of this square up here.
1476,Teacher,"Or, in other words, you are going to take the square root, this way. And that leaves me with five."
1483,New student,Yeah. I already knew that.
1485,Teacher,Any questions about this?
1487,New student,"Yes, but it is- no."
1489,Teacher,"No, no questions? Regardless that you say: ""yes, but""."
1494,Single student,"Oh, like that, yes, yes I got it."
1496,Teacher,"Yes, do you? Myrte?"
1498,New student,"But it says, uh, ""the other right-angled side equals the hypotenuse squared"", but do we have to take the square root of it instead of, uh, squaring it?"
1507,Teacher,"Yes. The general equation therefore is- uh, Rick, could you please go into the hallway now?"
1513,Two or more students,Bye!
1523,Teacher,"What it says here is ""one right-angled side squared plus the other right-angled side squared equals the hypotenuse squared""."
1531,Teacher,"Therefore, if you want to know what the hypotenuse is, then you have to take the root of the number representing the hypotenuse squared."
1538,New student,"Is it squared and then you have to- yes, okay."
1540,Teacher,This whole table over here shows these numbers squared.
1542,New student,Yes.
1543,Teacher,Yes? Very well.
1544,Single student,You figured it out.
1545,Teacher,"Well, in this way you can also reconstruct..."
1552,Teacher,"In this way you can also reconstruct how the A squared plus B squared equals C squared is found- gentlemen,"
1560,Teacher,I wasn't quite finished yet. You can start shortly.
1566,Teacher,"If I have a right-angled side of which I call the one side A, the other side I call B and the hypotenuse I call C,"
1573,Teacher,"and you apply the equation, then indeed you will get my first right-angled side squared."
1579,Teacher,"For example my first right-angled side is A, and you take that one squared. Plus my other right-angled side, take that one squared as well."
1588,Teacher,Equals your hypotenuse squared. And that is how most of your parents learned this.
1593,New student,Oh!
1594,Teacher,"They never had it explained to them with squares. They just learned it kind of like ""this is how it is so you better get to work with it""."
1602,New student,A squared plus B squared equals-
1606,New student,"Oh, right."
1609,Teacher,Okay.
1610,New student,(inaudible) shows the thing squared there?
1612,Teacher,Because that notion squared is the surface area that you want to calculate. The surface area of the square.
1621,New student,Like that would help!
1628,Teacher,"Okay, ladies and gentlemen. As far as the homework is concerned. Suzanne?"
1634,Teacher,"Jeffrey, Maarten?"
1639,Teacher,"So far, by way of what I showed you on the board- and I am hoping that you guys did copy it-"
1646,Teacher,we have already completed quite a lot of the exercises.
1648,Teacher,We did exercise one and we did exercise two. We haven't done exercise three yet. That's homework...
1661,New student,Hey! You are being filmed!
1673,New student,They will just edit that out.
1674,New student,That's right. Each time Ravi's head will be cut out. Yes.
1687,Teacher,You guys still have 20 minutes left.
1688,New student,Twenty. Yes. Yes.
1690,Teacher,"That means that you have to- of these exercises, be able to get as far as exercise 11. Presumably even further."
1697,Teacher,"These we haven't all done yet, those are new. The only advice I'll give you on exercise 11, a lot is written down about triangles there-"
1705,Teacher,"Sorry, Willem-"
1706,New student,The only thing (inaudible).
1707,New student,"Yes, it is fine like that."
1708,Teacher,Yes? So with exercise 11 you will only get data on what angles are 90 degrees and what the lengths are of certain sides.
1717,Teacher,Half of you are now missing this instruction.
1718,New student,"Oh, oh, sorry, you have it right here."
1720,Teacher,Annelies and Myselle? You girls are missing the instruction.
1724,New student,Shh.
1730,Teacher,Exercise 11 only states what angle is 90 degrees and what the sizes are of particular sides.
1737,Teacher,"If you want to know exactly how things are put together, make a diagram, which explains the comment at the bottom;"
1742,Teacher,make diagrams of those triangles at exercise 11 so that you know what data you've got.
1747,Teacher,"Either both of the right-angled sides will be given, or perhaps only the right-angled side and the hypotenuse will be given."
1755,Teacher,So that you can complete your calculation. Yes?
1758,New student,"Yes, understood."
1760,Teacher,"For those of you who want to check, I have answer booklets over here. You can grab those and get started now."
1778,Teacher,From now on I really want it to be quiet when I am instructing.
1779,New student,Yes.
1780,Teacher,Yes?
1781,Single student,Yes.
1782,Teacher,"You are one of the few- or one of the few, together with a few more- but there are several who want nothing but to pay attention."
1786,Single student,Yes.
1787,Teacher,"If you keep on disrupting, then you are disrupting everyone."
1788,Single student,Yes.
1789,Teacher,And certainly me.
1790,Single student,Yes.
1791,Teacher,"Just quietly get to work, the homework is on the blackboard."
1812,Teacher,"Just put it on, uh..."
1813,New student,"It doesn't make any sense, you don't feel (inaudible)."
1818,Teacher,"Yes, no, don't close it completely, just put it on- I do want some oxygen to come in."
1821,New student,Oxygen?
1822,New student,The heater is still on.
1823,Teacher,"Well, I can't turn it off, it is central heating. Otherwise I would be the first one to turn it off."
1827,New student,Here: two plus four plus six.
1839,Teacher,"Uh, ladies, ladies and gentlemen, when you are working I would like it to be more quiet. Discussions are fine but please do it in a whispering voice."
1857,New student,"He has the best-looking notebook in the whole class, of course."
1860,New student,Beautiful notebook.
1871,New student,How can you determine how much of it is tiled?
1874,Teacher,"What does it look like, the example, the diagram? How does the whole diagram look, the whole garden?"
1880,Single student,As a square.
1881,Teacher,It's an exact square.
1883,Single student,Yes?
1885,Teacher,Yes? And what is the shape of that tiled part?
1888,Single student,A triangle.
1889,Teacher,A triangle. How could we calculate again the surface area of such a triangle?
1895,Teacher,We just did that on the board on the other side.
1897,New student,"Yes, I already have it!"
1899,Teacher,"Ladies and gentlemen, the fact that I have my back turned towards you doesn't mean you are allowed to turn things upside down."
1905,New student,I agree.
1911,Teacher,"How did we do that? What can you make of this, of that one triangle?"
1914,New student,"A, uh, rectangle."
1916,Teacher,A rectangle. Yes? You can make a rectangle of this. What is the surface area then of that rectangle?
1924,Single student,Eight times six is 48.
1925,Teacher,Forty-eight. And what part of the triangle is it?
1929,Single student,I don't know.
1931,Teacher,Considering you know that the whole rectangle- because you said it's six times eight-
1933,Single student,This one is 24. Twenty-four squares (inaudible).
1935,Teacher,"Correct, is half of it. Yes?"
1938,Single student,Yes.
1939,Teacher,Okay.
1942,Teacher,"Shh! Whisper, Maarten. Maarten, whisper!"
1945,New student,I don't know it anymore.
1947,Teacher,Ladies should be whispering as well.
1949,Single student,I still don't understand G eight.
1952,Teacher,"No, right. Okay, oh. Come over here for a second."
1967,Teacher,G eight.
1970,Teacher,"What does G eight say? We have a tiler, who uses white as well as blue tiles."
1975,Single student,Yes.
1976,Teacher,Yes? The surface area of every tile is one square decimeter. The white ones as well as the blue ones.
1983,New student,Yes.
1984,Teacher,"Okay. Five tiles together make the square A B C D. A, B, C, D. What is the surface area of that square?"
1994,Single student,"Um, (inaudible)."
1997,Teacher,Sorry?
1998,Single student,Twenty-five.
1999,Teacher,Why 25? We are only looking at this one.
2010,Teacher,"You know that every tile, the white one as well as the blue one, is one square decimeter."
2013,Single student,Yes.
2014,Teacher,Yes?
2015,Single student,Five.
2016,Teacher,"So it's five, because there are five tiles in there. Yes? The surface area of this is five."
2021,Teacher,"What is the length then of A B, given the surface area of that square is five?"
2029,Single student,The square root of five.
2030,Teacher,"The square root of five. Yes? Maybe later you should add for yourself an ex- a written explanation on how you got that square root of five, okay?"
2037,Teacher,Because if later on you- you read it again you won't know how you get that square root of five.
2040,Single student,Yes.
2041,Teacher,"Yes? Now we have to fill in the length of A E, A E goes from here to there."
2047,Single student,Is two times AB .
2048,Teacher,"Yes, is two times A B. Because that section is just as long as this. And that is, then, twice?"
2054,Single student,(inaudible)
2055,Teacher,"Yes, very good, two times the square root of five."
2060,Teacher,"Very good. No, no, no, no sorry, no. We've seen that yesterday. How can we write the two differently?"
2065,Teacher,"But you don't have to do that here yet, that will come later on."
2068,Single student,(inaudible) to write the two differently?
2071,Teacher,How can I write the two into a square root? What is two equal to again?
2076,Teacher,Yesterday we had that whole list on the board.
2079,Teacher,You knew that the square root of 16 was equal to four?
2082,Single student,Yes.
2083,Teacher,Yes?
2084,Single student,"Oh, uh, it is equal to, uh, the square root of four."
2085,Teacher,"Correct, equal to the square root of four, very good. So you have the square root of four times the square root of five here."
2092,Teacher,"Look, the two was correct, but-"
2093,Single student,"Oh, yes."
2094,Teacher,It says the same. What is the outcome of this then?
2098,Teacher,"Yes! Yes, perfect. Very good. Try to do the rest of them now, too."
2103,Single student,Yes.
2104,Teacher,Yes?
2106,New student,"Look, I have a question, since yesterday I had something from chapter one-"
2109,Teacher,"Oh, yes."
2110,Single student,"And, um, look, this is, for example, um, the regular square-"
2113,Teacher,Yes?
2114,Single student,And that one is 40 square centimeters.
2118,Single student,"So the reduction goes to 10 square centimeters. Then the factor isn't four, is it?"
2122,Teacher,No.
2123,Single student,"It is two, isn't it?"
2124,Teacher,"Correct, because the surface area becomes four times smaller-"
2126,Single student,Yes.
2127,Teacher,But your magnifying factor will be the square root of that.
2131,Single student,"So if you have, for example, a really large number, for instance, uh- well, yes, I don't know, uh, for example with five numbers-"
2135,Teacher,Yes?
2136,Single student,"And, uh, it becomes a lot smaller, you have to divide it by four?"
2140,Single student,"So, uh, the magnifying factor with reduction has to be divided by four, whereas if you make it from small to large it is times four? Okay."
2147,Teacher,"Yes, correct. You were first."
2150,New student,I just have a question.
2151,Teacher,Yes?
2152,Single student,"Uh, could it also be that you only get this number?"
2155,Teacher,"Yup. Well, not only that, you need two sides at least, otherwise you cannot calculate anything. Yes?"
2159,Single student,"So this one, and that one, and then all you have to do is calculate this one here?"
2163,Single student,Okay.
2163,Teacher,Yes. Very good.
2164,Teacher,Great.
2165,New student,Where is this key on my pocket calculator?
2167,New student,"Oh, it is fine, right?"
2169,Teacher,Here. Only yours doesn't have an X below. And this is your root.
2171,Single student,So it's the same thing.
2172,Teacher,Yes. This is your root.
2173,Single student,Okay. Yes.
2197,Teacher,Was it clear for you guys?
2198,New student,Yes.
2199,Teacher,Yes? Very good.
2204,Teacher,"You keep track of this a little too, I hope?"
2205,New student,"Yes, yes, I just wrote it down."
2206,Teacher,"No, okay. Oh, okay."
2207,Single student,That's just the nature of the assignment.
2218,Teacher,Is this one clear to you guys?
2219,New student,"Yeah, sure."
2220,Teacher,Really?
2221,New student,"Yes with the explanation earlier it made it, in any case, clearer."
2222,New student,"But in the beginning it seemed a bit weird, but now I understand it."
2223,Teacher,"Yes, very good. So it is very important that it is written down properly here. Yes?"
2229,Teacher,I mean you copied it here very nicely but try to retain some of that for yourself too.
2233,Teacher,"Technically this doesn't get explained until here. So if afterwards you try to calculate the numbers, make sure you use it."
2239,Teacher,"So don't try to be stubborn or anything like that. So really try to stick to the rules, those steps. Yes?"
2244,New student,Yes.
2245,Teacher,Yes?
2246,New student,"Yes, okay."
2249,New student,The same problem.
2252,Teacher,"Three you can still do, in principle, in the old method. Because this one, the one I explained won't be explained until the next paragraph."
2260,Teacher,"But it is allowed, you'll still work through it."
2261,New student,"And, uh, the square root of (inaudible)."
2265,New student,The square root of six.
2266,New student,Yes.
2267,Teacher,"Yes, very good."
2268,Teacher,"Yes? But if you want to calculate that one, what do you need then?"
2272,Single student,"Then I can- just this one- like that? And, uh-"
2275,Teacher,"Yes, you can that way, very good. Yes, of course, only it hasn't been explained over here yet."
2280,Teacher,"But since I have already explained it and as you understand it, then, as far as I am concerned, you can go ahead and use it."
2283,Single student,Yes.
2288,Teacher,Yes?
2289,New student,If you want to measure this side-
2292,Teacher,Yes?
2293,Single student,Then you have to- this is 225.
2295,Teacher,Yes.
2296,Single student,And this is 64.
2297,Teacher,Yes.
2298,Single student,Then aren't you supposed to take two- 225 plus 64-
2301,Teacher,Yes.
2302,Single student,Is 289.
2303,Teacher,"Yes, indeed, that square-"
2304,Single student,That you have to make into a square root?
2306,Teacher,"Yes, very good."
2307,New student,"So that becomes 17, then."
2308,New student,And that is 17.
2309,Teacher,"Yes, perfect. Are you writing down what you are doing, though? Not only, uh, writing down the answers?"
2313,New student,Oh.
2319,New student,"Ehm, look here."
2324,New student,Can you see it?
2325,Teacher,"Yes, I can see it."
2326,Single student,One hundred ninety-six square meters.
2328,Teacher,What is this? What exercise are you working on?
2331,Single student,"Oh, with, um, three."
2332,Teacher,Yes? And what is this 196?
2335,Single student,That is the whole garden.
2336,Teacher,"Okay, the whole garden. Yes?"
2338,Single student,Then I have to do minus-
2339,Teacher,Yes.
2340,Single student,Twenty-four square meters.
2341,Teacher,Yes.
