time,speaker,talk
118,Jeans,this mandolin (**)  a thief broke into his house and smashed it and...Gibson put it back together for him with hundreds of little shards (*) of wood that were in the.. of the mandolin (**) 
128,Blake,read it! read it! (**) (***)
137,Lily,Lloyd Loar (***) 
138,Jeans,One hundred fifty
139,Mae,OK this is amazing...THAT is THE ONE (**) that was repaired
141,Lily,have you ever seen a more beautiful instrument? 
144,Jeans,NO! 
144,Lily,It's gorgeous!
144,Mae,NO! It's AWESOME!
145,Jeans,tha..this (**) is the most beautiful instrument in the whole 
147,Jeans,museum it's cooler than the mm 
147,Mae,I know!  It just blows your mind put it all back together 
149,Mae,but...(inaudible) they put it all back together (*)
150,Lily,spotted in a florida BARBERshop window (***)
156,Jeans,Lloyd Loar...ohs us?  Yea this is (**) silent July by Gibson's legendary acoustic engineer Lloyd Loar (***)
163,Mae,Yea it's awesome..I know
164,Lily,Oh my god that is so sweeeet
165,Mae,and it was put back together (*) from 150 pieces it's just stunning
168,Lily,GOSH! (2
169,Blake,and then Maybelle Carter (2
169,Jeans,and Maybelle Carter's guitar
173,Blake,and then Jimi Rogers' guitar
174,Mae,this is awesome to.. awesome
175,Jeans,for two hundred seventy five (***)
186,Jeans,where's Adhir!? 
188,Mae,look (**) it's interesting that big thing like why were they using that (*)  that's like a guard
193,Jeans,It's pickguard.. different kind
194,Mae,sticks out
195,Jeans,"more like a mandolin,"
196,Lily,the F.. the F style guitars have those more
198,Jeans,Yep
199,Blake,Adhir is still on Hank Williams 
200,Lily,yea he is going a little slowly
202,Mae,he's very emotional about it.. I love him
204,Jeans,Look at this..Look at THIS
206,Blake,Jimmie Rogers!
208,Jeans,guys check it
209,Mae,I was trying to analyze whether it was haaard for Hank Williams Jr.. to give it to the museum or whether he wanted it here
215,Jeans,who!? 
216,Jeans,who..who..who did that? 
216,Mae,like I can real.. was wondering those same questions who
220,Mae,well you wonder like.. (*) doesn’t somebody want this guitar.. like I think people would (*) want to be playing it..like family
225,Jeans,like June Carter.. you mean like what June Carter you mean?
227,Lily,some families though don't have that.. I mean like you know somebody has Tommy Geralds fiddle his family is disaster 
233,Mae,I bet that guitar sounds pretty amazing
237,Lily,stop look and listen (***)
239,Jeans,here but wait
240,Lily,custom design..what's this? 
244,Jeans,oh yeah yeah this way the second floor
246,Jeans,it’s knowing that your bath is all...opening (****)
247,Lily,design your own..
248,Blake,Adhir come on you have to see all of them!
250,Jeans,so stupid
254,Jeans,retarded...k where is he...GOD
255,Adhir,It's hard for me to leave this 
256,Blake,well just look at that (*) 
257,Adhir,this is the closest I'll ever get to Hank Williams! his real guitar
261,Lily,what's going on?  (*)
263,Jeans,come on let's keep going
265,Adhir,having a moment for Hank Williams..
267,Lily,awww
268,Adhir,just like he lived a really sad life 
268,Jeans,look at these Blake..here come here
269,Blake,I KNOW! I KNOW!! I know about the records..silvers like over a million..gold is
269,Lily,I know
270,Adhir,I won't ever go to his grave.. but this is a chance for me to just.. be near his guitar
273,Jeans,Blake it doesn't matter! Blake you don't need to.. stop.. wait oh look here's Johnny Cash's two million!!
277,Lily,Twenty nine!
279,Adhir,so sad he had like.. women use him and 
281,Lily,I know 
283,Adhir,and for fame 
284,Lily,I know
285,Adhir,addicted to everything 
287,Lily,painkillers right? for his back
289,Adhir,yea and alcohol to..yea that's right! I think 
291,Lily,he had back problems
292,Adhir,he had like scoliosis or something yea something 
295,Mae,but you gotta..you gotta go see Bill Monroe's mandolin.  
296,Jeans,wow! (4
298,Adhir,k let’s go (whispers to Blake)
300,Blake,look at this right here (*)
301,Jeans,there's a record over there..you guys there's a record over there that sold over eight million copies (*)
302,Adhir,WOA!
305,Lily,wow
308,Adhir,OH MY GOSH!
310,Jeans,isn’t that insane
314,Adhir,he must have just wailed on it to get that pickguard.. that big
317,Jeans,yea.. well.. it’s also that’s a different kind of a
319,Adhir,I’ve never seen a pickguard like that
322,Blake,me neither (5
323,Blake,LOOK it Earl Scruggs Banjo (5
325,Adhir,Earl Scruggs Banjo..the most famous banjo in the world just chilling
330,Blake,AND THEN BILL MONROE’s mandolin which got put together by a hundred fifty
332,Adhir,say what
333,Blake,Bill Monroe’s mandolin
334,Adhir,ahh yeah
335,Blake,150 umm splinters of wood..PERFECT LOOK AT IT..there’s not a single..like there’s like...some like...look it...it looks like it was never
337,Jeans,maybe they’ll have new posters in the museum today.. the shop (5
342,Mae,I don’t think you would get your hopes up about something like that
346,Adhir,ahh you can’t even tell it was repaired!
346,Jeans,you told me I wasn’t going to be able to get that poster home and I did.. it’s in a hard cardboard thing
347,Blake,like NOTHING...they did such a good job on doing that..crazy!
356,Blake,and then Maybelle Carters and ummm Hank..wait...Jimmy Rogers
363,Jeans,isn’t this just on recording stupid stuff!?
369,Jeans,what’s that?
377,Lily,it doesn’t work!  i wanna see this one! It's not it!
382,Blake,there
397,Jeans,god he goes SO SLOW
398,Lily,oh LOOK! Hank Williams
400,Jeans,oh yeah
405,Jeans,look at the grammies no wait (**) it's a
407,Jeans,that’s epic look at that
410,Lily,that’s beautiful!
414,Blake,Maybelle Carter’s...Gibson L-5
417,Adhir,WOW! Maybelle Carters guitar
419,Jeans,so cool (6
420,Blake,and then Jimmy Rogers and that’s all
421,Adhir,NINETEEN YEARS OLD!
422,Blake,that’s still pretty old
426,Adhir,that’s not that old?  she paid 275 DOLLARS!
429,Blake,back then that was a lot
431,Adhir,yea.. back then that was so much money
440,Mae,she changed the WORLD with that guitar
442,Adhir,YEA!
444,Mae,so CRAZY she had more influence than probably any of these guys (*)
450,Jeans,imitated..she.. it became the most imitated guitar sound in America during the 20’s and 30’s (***)
462,Mae,just a true creative force arising out of nothing.. it’s just so cool
466,Jeans,let’s keep going!
469,Lily,let’s go down-where do we go now?
470,Adhir,OH MY GOD!
470,Jeans,we come over here
472,Lily,I think we can skip crystal gayle
474,Jeans,yea of course!  come on you guys
475,Lily,LOOK at those dresses
477,Adhir,it’s in such good shape to!
478,Adhir,it’s pretty impressive
478,Mae,I know
480,Jeans,Look you won’t even believe all the platinum gold records on this place...HUNDREDS!
481,Blake,YOU DIDN’t look at Jimmy Rogers!
482,Adhir,yea Jimmy Rogers I don’t know.. I never really liked him that much 
486,Blake,oh yeah now we are going down to the second floor (**) where there’s smokey and the bandit car
488,Adhir,ok
490,Blake,the best movie in the world
